   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.139 |        1.713 |        1.853
      11.000 |        0.136 |        1.671 |        1.807
       8.000 |        0.095 |        5.148 |        5.243
      11.000 |        0.154 |        1.308 |        1.462
       9.000 |        0.147 |        0.902 |        1.049
       6.000 |        0.145 |        0.976 |        1.122
       7.000 |        0.150 |        6.546 |        6.695
      12.000 |        0.147 |        3.213 |        3.360
       9.000 |        0.343 |        1.033 |        1.376
       6.000 |        0.308 |        1.735 |        2.043
       8.000 |        0.476 |        2.520 |        2.996
      12.000 |        0.106 |        0.843 |        0.948
      10.000 |        0.145 |        2.328 |        2.472
       4.000 |        0.145 |        1.048 |        1.193
      10.000 |        0.145 |        3.247 |        3.392
      11.000 |        0.150 |        1.141 |        1.291
       7.000 |        0.148 |        1.011 |        1.158
       9.000 |        0.148 |        1.346 |        1.494
       6.000 |        0.274 |        1.017 |        1.291
      11.000 |        0.144 |        1.500 |        1.644
       8.000 |        0.142 |        2.652 |        2.795
       7.000 |        0.219 |        1.135 |        1.354
       7.000 |        0.147 |        2.184 |        2.331
       6.000 |        0.154 |        2.725 |        2.879
       5.000 |        0.147 |        1.166 |        1.313
      10.000 |        0.149 |        1.469 |        1.619
       7.000 |        0.148 |        1.161 |        1.309
       6.000 |        0.314 |        0.974 |        1.289
       8.000 |        0.146 |        1.523 |        1.668
      12.000 |        0.159 |        2.228 |        2.387
       9.000 |        0.150 |        3.554 |        3.704
      11.000 |        0.145 |        2.838 |        2.983
       8.000 |        0.143 |        1.318 |        1.461
      14.000 |        0.149 |        1.004 |        1.153
      11.000 |        0.234 |        1.068 |        1.302
       7.000 |        0.139 |        0.905 |        1.045
      10.000 |        0.145 |        1.201 |        1.346
      12.000 |        0.151 |        0.796 |        0.947
      12.000 |        0.145 |        2.432 |        2.576
       9.000 |        0.146 |        2.388 |        2.535
      12.000 |        0.173 |        1.615 |        1.787
       7.000 |        0.146 |        1.116 |        1.262
      10.000 |        0.148 |        1.108 |        1.255
      10.000 |        0.145 |        1.784 |        1.929
      10.000 |        0.146 |        0.811 |        0.957
       9.000 |        0.148 |        1.727 |        1.875
      14.000 |        0.150 |        6.399 |        6.550
       7.000 |        0.146 |        1.266 |        1.412
       5.000 |        0.249 |        1.411 |        1.659
       4.000 |        0.147 |        1.470 |        1.617
      10.000 |        0.279 |        4.141 |        4.420
       6.000 |        0.442 |        1.438 |        1.880
      10.000 |        0.414 |        3.944 |        4.359
      15.000 |        0.471 |        2.676 |        3.147
       9.000 |        0.146 |        1.390 |        1.537
      10.000 |        0.135 |        2.680 |        2.815
       6.000 |        0.143 |        2.272 |        2.415
       8.000 |        0.145 |        4.380 |        4.525
      12.000 |        0.146 |        1.010 |        1.157
       7.000 |        0.143 |        1.419 |        1.562
      14.000 |        0.138 |        1.780 |        1.918
       8.000 |        0.142 |        0.981 |        1.123
      11.000 |        0.146 |        1.064 |        1.210
       7.000 |        0.176 |        5.505 |        5.681
       8.000 |        0.144 |        1.744 |        1.889
      10.000 |        0.363 |        4.180 |        4.543
      10.000 |        0.142 |        1.471 |        1.613
      11.000 |        0.145 |        4.522 |        4.667
      10.000 |        0.158 |        1.849 |        2.007
       6.000 |        0.147 |        3.024 |        3.170
       8.000 |        0.146 |        1.384 |        1.530
       5.000 |        0.147 |        1.715 |        1.862
      13.000 |        0.144 |        2.994 |        3.138
       6.000 |        0.141 |        2.352 |        2.493
       7.000 |        0.166 |        3.867 |        4.033
       5.000 |        0.148 |        1.822 |        1.970
       6.000 |        0.148 |        2.618 |        2.766
      10.000 |        0.147 |        3.433 |        3.580
      10.000 |        0.144 |        1.367 |        1.511
      11.000 |        0.147 |        3.079 |        3.226
       9.000 |        0.147 |        1.896 |        2.043
       5.000 |        0.137 |        0.897 |        1.034
       5.000 |        0.145 |        1.411 |        1.556
      11.000 |        0.137 |        3.096 |        3.233
      11.000 |        0.228 |        3.502 |        3.730
       7.000 |        0.149 |        1.084 |        1.233
       7.000 |        0.146 |        1.707 |        1.854
       9.000 |        0.148 |        2.101 |        2.249
       7.000 |        0.153 |        1.232 |        1.385
       7.000 |        0.223 |        0.960 |        1.183
       9.000 |        0.154 |        1.724 |        1.878
       4.000 |        0.146 |        1.199 |        1.345
       6.000 |        0.149 |        0.834 |        0.983
       7.000 |        0.161 |        1.930 |        2.091
      12.000 |        0.147 |        2.327 |        2.474
       8.000 |        0.145 |        0.980 |        1.125
       9.000 |        0.149 |        0.970 |        1.119
      12.000 |        0.143 |        4.745 |        4.888
       9.000 |        0.156 |        1.371 |        1.527
      10.000 |        0.224 |        1.086 |        1.310
       6.000 |        0.146 |        1.456 |        1.602
       8.000 |        0.149 |        2.418 |        2.567
       3.000 |        0.145 |        2.425 |        2.570
       9.000 |        0.147 |        1.759 |        1.907
       3.000 |        0.147 |        4.593 |        4.740
       7.000 |        0.144 |        5.480 |        5.624
       8.000 |        0.144 |        4.802 |        4.947
       8.000 |        0.145 |        1.686 |        1.831
      11.000 |        0.146 |        1.132 |        1.278
       8.000 |        0.145 |        1.272 |        1.417
      11.000 |        0.146 |        2.212 |        2.358
      11.000 |        0.145 |        4.810 |        4.955
       9.000 |        0.144 |        2.412 |        2.557
       5.000 |        0.143 |        1.157 |        1.300
       9.000 |        0.149 |        3.005 |        3.154
      12.000 |        0.095 |        1.359 |        1.454
       6.000 |        0.308 |        3.303 |        3.611
      11.000 |        0.260 |        1.683 |        1.943
       7.000 |        0.280 |        0.874 |        1.154
      14.000 |        0.170 |        3.027 |        3.198
       7.000 |        0.142 |        1.095 |        1.237
      10.000 |        0.151 |        3.107 |        3.258
       5.000 |        0.223 |        0.739 |        0.961
       7.000 |        0.095 |        3.524 |        3.619
       9.000 |        0.255 |        1.075 |        1.330
       5.000 |        0.096 |        1.023 |        1.119
       9.000 |        0.093 |        0.983 |        1.076
       8.000 |        0.071 |        1.474 |        1.545
       5.000 |        0.087 |        2.924 |        3.011
       8.000 |        0.146 |        0.996 |        1.142
       8.000 |        0.143 |        1.860 |        2.004
      11.000 |        0.148 |        1.167 |        1.315
       8.000 |        0.138 |        1.257 |        1.395
       4.000 |        0.147 |        3.002 |        3.148
       5.000 |        0.135 |        2.843 |        2.978
       7.000 |        0.334 |        1.652 |        1.986
       6.000 |        0.130 |        4.250 |        4.380
       6.000 |        0.142 |        5.401 |        5.544
      11.000 |        0.137 |        3.353 |        3.491
       5.000 |        0.149 |        0.864 |        1.012
       9.000 |        0.148 |        3.978 |        4.126
      12.000 |        0.145 |        3.543 |        3.688
      14.000 |        0.146 |        0.989 |        1.135
      13.000 |        0.145 |        2.789 |        2.934
       8.000 |        0.144 |        4.055 |        4.199
       9.000 |        0.155 |        3.420 |        3.575
      10.000 |        0.178 |        1.264 |        1.442
      10.000 |        0.146 |        0.951 |        1.097
       7.000 |        0.157 |        1.193 |        1.351
      10.000 |        0.211 |        1.175 |        1.385
      12.000 |        0.283 |        1.678 |        1.961
       8.000 |        0.144 |        5.132 |        5.276
      11.000 |        0.146 |        3.232 |        3.378
       8.000 |        0.145 |        2.440 |        2.585
       8.000 |        0.151 |        1.969 |        2.120
      11.000 |        0.146 |        1.056 |        1.201
       7.000 |        0.145 |        1.364 |        1.509
      12.000 |        0.142 |        1.287 |        1.429
       6.000 |        0.148 |        1.060 |        1.208
       7.000 |        0.136 |        0.896 |        1.032
       9.000 |        0.242 |        1.431 |        1.672
      10.000 |        0.146 |        3.275 |        3.420
       5.000 |        0.096 |        1.403 |        1.499
       8.000 |        0.095 |        1.266 |        1.361
       4.000 |        0.151 |        3.441 |        3.593
       7.000 |        0.147 |        3.048 |        3.195
       9.000 |        0.147 |        4.934 |        5.081
      10.000 |        0.276 |        3.482 |        3.759
       8.000 |        0.139 |        1.557 |        1.695
       8.000 |        0.144 |        2.837 |        2.981
       6.000 |        0.135 |        0.995 |        1.129
       9.000 |        0.138 |        1.998 |        2.136
       7.000 |        0.175 |        1.351 |        1.526
       9.000 |        0.151 |        2.836 |        2.987
      10.000 |        0.148 |        1.000 |        1.148
      11.000 |        0.155 |        5.089 |        5.244
       8.000 |        0.145 |        3.555 |        3.700
       9.000 |        0.146 |        0.642 |        0.787
       8.000 |        0.143 |        1.355 |        1.499
       7.000 |        0.146 |        1.910 |        2.056
       8.000 |        0.149 |        1.478 |        1.626
       5.000 |        0.145 |        0.992 |        1.137
       6.000 |        0.147 |        1.448 |        1.595
      11.000 |        0.149 |        1.116 |        1.265
      10.000 |        0.148 |        1.627 |        1.775
      11.000 |        0.151 |        0.768 |        0.919
       7.000 |        0.167 |        1.511 |        1.678
       4.000 |        0.310 |        0.981 |        1.291
      11.000 |        0.146 |        0.982 |        1.128
      11.000 |        0.147 |        1.094 |        1.240
      10.000 |        0.151 |        1.649 |        1.799
       9.000 |        0.145 |        4.617 |        4.761
      11.000 |        0.148 |        2.136 |        2.284
       7.000 |        0.147 |        1.168 |        1.315
       8.000 |        0.145 |        2.340 |        2.484
       9.000 |        0.192 |        2.216 |        2.408
