  Key Length |   QueueTimes | ServiceTimes | SojournTimes

       4.000 |        0.132 |        1.055 |        1.187
       8.000 |        0.045 |        0.699 |        0.745
       9.000 |        0.039 |        0.700 |        0.739
       6.000 |        0.061 |        0.386 |        0.448
       9.000 |        0.081 |        0.582 |        0.663
      10.000 |        0.101 |        1.131 |        1.232
      10.000 |        0.094 |        0.426 |        0.520
       7.000 |        0.095 |        0.448 |        0.543
       8.000 |        0.134 |        0.634 |        0.768
       8.000 |        0.075 |        0.903 |        0.978
       8.000 |        0.067 |        0.977 |        1.044
       6.000 |        0.058 |        0.559 |        0.617
      11.000 |        0.042 |        0.507 |        0.549
       7.000 |        0.093 |        0.540 |        0.633
       8.000 |        0.050 |        0.643 |        0.692
      10.000 |        0.055 |        0.518 |        0.573
       4.000 |        0.048 |        0.459 |        0.507
       5.000 |        0.052 |        0.743 |        0.795
      10.000 |        0.060 |        0.416 |        0.476
       6.000 |        0.064 |        0.719 |        0.783
      10.000 |        0.113 |        0.615 |        0.729
      10.000 |        0.095 |        0.411 |        0.506
      10.000 |        0.076 |        1.269 |        1.346
      12.000 |        0.105 |        0.939 |        1.044
      12.000 |        0.056 |        1.295 |        1.351
       6.000 |        0.062 |        1.374 |        1.436
       6.000 |        0.104 |        0.320 |        0.423
       6.000 |        0.040 |        0.374 |        0.414
      10.000 |        0.066 |        0.431 |        0.497
      13.000 |        0.116 |        0.348 |        0.463
      12.000 |        0.051 |        0.719 |        0.770
       6.000 |        0.058 |        0.447 |        0.506
       4.000 |        0.174 |        0.997 |        1.171
       9.000 |        0.114 |        0.751 |        0.864
       7.000 |        0.052 |        0.460 |        0.513
      11.000 |        0.063 |        0.374 |        0.437
       6.000 |        0.077 |        0.759 |        0.836
       9.000 |        0.056 |        0.809 |        0.865
       6.000 |        0.050 |        1.480 |        1.530
       4.000 |        0.056 |        0.986 |        1.042
       7.000 |        0.049 |        0.424 |        0.472
      10.000 |        0.086 |        0.401 |        0.487
       8.000 |        0.068 |        1.974 |        2.041
       8.000 |        0.040 |        1.135 |        1.175
       5.000 |        0.051 |        0.592 |        0.644
      12.000 |        0.041 |        0.650 |        0.690
      10.000 |        0.058 |        0.629 |        0.687
      14.000 |        0.066 |        0.197 |        0.263
       6.000 |        0.032 |        0.829 |        0.861
       7.000 |        0.061 |        0.601 |        0.662
       6.000 |        0.055 |        0.663 |        0.718
       7.000 |        0.039 |        0.408 |        0.447
      12.000 |        0.052 |        0.405 |        0.457
      14.000 |        0.096 |        0.576 |        0.671
       8.000 |        0.161 |        1.862 |        2.022
       8.000 |        0.053 |        1.198 |        1.250
       6.000 |        0.051 |        1.280 |        1.331
      10.000 |        0.057 |        0.492 |        0.550
       8.000 |        0.111 |        0.556 |        0.668
       7.000 |        0.053 |        1.757 |        1.810
       7.000 |        0.033 |        0.356 |        0.389
       9.000 |        0.095 |        1.555 |        1.650
       8.000 |        0.047 |        1.790 |        1.837
       7.000 |        0.136 |        0.500 |        0.636
      12.000 |        0.043 |        0.672 |        0.716
       9.000 |        0.076 |        0.632 |        0.708
      10.000 |        0.227 |        1.225 |        1.452
      12.000 |        0.040 |        0.781 |        0.821
      10.000 |        0.032 |        0.387 |        0.419
      10.000 |        0.041 |        0.464 |        0.505
      10.000 |        0.078 |        0.420 |        0.498
       6.000 |        0.041 |        0.699 |        0.740
       5.000 |        0.066 |        1.588 |        1.653
       4.000 |        0.049 |        0.402 |        0.451
       7.000 |        0.060 |        1.065 |        1.124
      10.000 |        0.204 |        0.622 |        0.826
      15.000 |        0.060 |        0.999 |        1.059
      12.000 |        0.117 |        0.419 |        0.537
       7.000 |        0.068 |        0.369 |        0.437
       9.000 |        0.034 |        0.358 |        0.392
      11.000 |        0.058 |        0.764 |        0.822
       4.000 |        0.234 |        0.724 |        0.958
       8.000 |        0.237 |        1.392 |        1.628
      10.000 |        0.129 |        0.501 |        0.630
       8.000 |        0.065 |        1.161 |        1.226
       7.000 |        0.078 |        0.661 |        0.740
       7.000 |        0.080 |        0.878 |        0.958
       8.000 |        0.030 |        0.606 |        0.636
       9.000 |        0.034 |        0.587 |        0.622
      12.000 |        0.059 |        1.788 |        1.847
      11.000 |        0.108 |        1.947 |        2.055
       9.000 |        0.176 |        0.355 |        0.531
       5.000 |        0.070 |        0.322 |        0.392
       8.000 |        0.178 |        0.724 |        0.902
       9.000 |        0.054 |        0.371 |        0.425
       9.000 |        0.080 |        0.410 |        0.491
       7.000 |        0.103 |        0.521 |        0.624
      12.000 |        0.040 |        0.441 |        0.482
       8.000 |        0.041 |        0.843 |        0.884
      11.000 |        0.094 |        1.147 |        1.242
       9.000 |        0.063 |        0.925 |        0.987
      10.000 |        0.090 |        0.390 |        0.480
       7.000 |        0.072 |        1.466 |        1.538
      12.000 |        0.050 |        0.604 |        0.654
       9.000 |        0.128 |        0.865 |        0.993
       9.000 |        0.043 |        0.443 |        0.486
       6.000 |        0.076 |        0.550 |        0.626
       8.000 |        0.045 |        0.826 |        0.870
       5.000 |        0.088 |        0.373 |        0.462
       5.000 |        0.050 |        0.397 |        0.447
      12.000 |        0.156 |        0.691 |        0.847
       6.000 |        0.071 |        0.390 |        0.461
       9.000 |        0.047 |        0.502 |        0.548
       7.000 |        0.052 |        0.514 |        0.566
       7.000 |        0.041 |        0.614 |        0.655
       8.000 |        0.042 |        0.538 |        0.579
      14.000 |        0.068 |        1.003 |        1.071
      12.000 |        0.058 |        0.611 |        0.669
      11.000 |        0.047 |        1.180 |        1.227
      13.000 |        0.156 |        0.981 |        1.137
      16.000 |        0.046 |        0.403 |        0.449
      12.000 |        0.092 |        0.678 |        0.770
       6.000 |        0.047 |        0.518 |        0.564
      11.000 |        0.051 |        0.768 |        0.818
      10.000 |        0.069 |        0.456 |        0.525
      10.000 |        0.056 |        1.321 |        1.376
       5.000 |        0.033 |        1.714 |        1.747
       8.000 |        0.053 |        1.862 |        1.915
      12.000 |        0.228 |        0.351 |        0.579
