Linux 5.0.0-31-generic (yong) 	11/21/19 	_x86_64_	(48 CPU)

17:03:57        CPU     %user     %nice   %system   %iowait    %steal     %idle
17:03:59          0     45.96      0.00     12.12      0.00      0.00     41.92
17:04:01          0     46.43      0.00     12.24      0.00      0.00     41.33
17:04:03          0     49.26      0.00     12.32      0.00      0.00     38.42
17:04:05          0     45.00      0.00     14.50      0.00      0.00     40.50
17:04:07          0     48.22      0.00     11.17      0.00      0.00     40.61
17:04:09          0     44.72      0.00     14.57      0.00      0.00     40.70
17:04:11          0     46.60      0.00     10.47      0.00      0.00     42.93
17:04:13          0     48.00      0.00     12.50      0.00      0.00     39.50
17:04:15          0     46.38      0.00     14.98      0.00      0.00     38.65
17:04:17          0     46.77      0.00     11.94      0.00      0.00     41.29
17:04:19          0     45.77      0.00     14.43      0.00      0.00     39.80
17:04:21          0     42.93      0.00     14.65      0.00      0.00     42.42
17:04:23          0     47.03      0.00     13.86      0.00      0.00     39.11
17:04:25          0     48.28      0.00     10.84      0.00      0.00     40.89
17:04:27          0     44.10      0.00     15.38      0.00      0.00     40.51
17:04:29          0     47.29      0.00     12.32      0.00      0.00     40.39
17:04:31          0     48.74      0.00     11.06      0.00      0.00     40.20
17:04:33          0     45.32      0.00     13.79      0.00      0.00     40.89
17:04:35          0     46.67      0.00     12.31      0.00      0.00     41.03
17:04:37          0     48.51      0.00     11.39      0.00      0.00     40.10
17:04:39          0     48.74      0.00     10.55      0.00      0.00     40.70
17:04:41          0     47.15      0.00     11.92      0.00      0.00     40.93
17:04:43          0     43.81      0.00     13.92      0.00      0.00     42.27
17:04:45          0     48.76      0.00     11.44      0.00      0.00     39.80
17:04:47          0     48.02      0.00     12.87      0.00      0.00     39.11
17:04:49          0     46.70      0.00     12.69      0.00      0.00     40.61
17:04:51          0     47.50      0.00     12.50      0.00      0.00     40.00
17:04:53          0     46.46      0.00     13.13      0.00      0.00     40.40
17:04:55          0     44.44      0.00     11.64      0.00      0.00     43.92
17:04:57          0     46.67      0.00     11.28      0.00      0.00     42.05
Average:          0     46.69      0.00     12.63      0.00      0.00     40.68
