Linux 5.0.0-31-generic (yong) 	11/21/19 	_x86_64_	(48 CPU)

17:05:02        CPU     %user     %nice   %system   %iowait    %steal     %idle
17:05:04          0     53.17      0.00     15.12      0.00      0.00     31.71
17:05:06          0     56.77      0.00     10.42      0.00      0.00     32.81
17:05:08          0     55.33      0.00     12.69      0.00      0.00     31.98
17:05:10          0     54.95      0.00     13.37      0.00      0.00     31.68
17:05:12          0     57.35      0.00     11.27      0.00      0.00     31.37
17:05:14          0     53.03      0.00     13.64      0.00      0.00     33.33
17:05:16          0     56.22      0.00     12.44      0.00      0.00     31.34
17:05:18          0     57.49      0.00     12.56      0.00      0.00     29.95
17:05:20          0     55.96      0.00     10.88      0.00      0.00     33.16
17:05:22          0     55.10      0.00     12.76      0.00      0.00     32.14
17:05:24          0     55.56      0.00     12.12      0.00      0.00     32.32
17:05:26          0     56.06      0.00     12.12      0.00      0.00     31.82
17:05:28          0     54.15      0.00     14.15      0.00      0.00     31.71
17:05:30          0     55.15      0.00     12.37      0.00      0.00     32.47
17:05:32          0     54.41      0.00     13.73      0.00      0.00     31.86
17:05:34          0     52.50      0.00     15.50      0.00      0.00     32.00
17:05:36          0     54.73      0.00     13.93      0.00      0.00     31.34
17:05:38          0     54.36      0.00     12.31      0.00      0.00     33.33
17:05:40          0     53.81      0.00     14.21      0.00      0.00     31.98
17:05:42          0     56.93      0.00     12.87      0.00      0.00     30.20
17:05:44          0     53.37      0.00     13.47      0.00      0.00     33.16
17:05:46          0     52.08      0.00     14.58      0.00      0.00     33.33
17:05:48          0     54.85      0.00     14.08      0.00      0.00     31.07
17:05:50          0     53.57      0.00     13.27      0.00      0.00     33.16
17:05:52          0     53.61      0.00     13.40      0.00      0.00     32.99
17:05:54          0     55.67      0.00     12.32      0.00      0.00     32.02
17:05:56          0     53.65      0.00     13.54      0.00      0.00     32.81
17:05:58          0     54.08      0.00     13.27      0.00      0.00     32.65
17:06:00          0     57.71      0.00     10.45      0.00      0.00     31.84
17:06:02          0     54.46      0.00     13.86      0.00      0.00     31.68
Average:          0     54.88      0.00     13.03      0.00      0.00     32.09
