  Key Length |   QueueTimes | ServiceTimes | SojournTimes

       8.000 |        0.168 |        2.514 |        2.682
       9.000 |        0.138 |        0.848 |        0.986
      11.000 |        0.117 |        0.803 |        0.919
       7.000 |        0.134 |        2.758 |        2.892
      11.000 |        0.135 |        0.681 |        0.817
       9.000 |        0.138 |        0.462 |        0.600
       6.000 |        0.140 |        0.428 |        0.568
      12.000 |        0.161 |        1.370 |        1.531
       8.000 |        0.136 |        1.122 |        1.258
       6.000 |        0.141 |        0.722 |        0.863
       9.000 |        0.138 |        0.596 |        0.734
      12.000 |        0.114 |        0.327 |        0.440
      10.000 |        0.116 |        1.446 |        1.562
      10.000 |        0.138 |        1.383 |        1.521
       4.000 |        0.139 |        0.651 |        0.790
      11.000 |        0.133 |        0.505 |        0.638
       7.000 |        0.153 |        0.426 |        0.579
       9.000 |        0.141 |        0.611 |        0.752
       6.000 |        0.136 |        0.607 |        0.743
      11.000 |        0.115 |        0.649 |        0.765
       8.000 |        0.114 |        1.396 |        1.510
       7.000 |        0.082 |        0.457 |        0.539
       7.000 |        0.157 |        1.068 |        1.225
       6.000 |        0.116 |        1.363 |        1.479
       5.000 |        0.088 |        0.573 |        0.662
      10.000 |        0.094 |        0.814 |        0.908
       7.000 |        0.137 |        0.618 |        0.755
       6.000 |        0.202 |        0.406 |        0.608
       8.000 |        0.087 |        0.871 |        0.958
      12.000 |        0.123 |        0.916 |        1.040
       9.000 |        0.078 |        1.695 |        1.773
      11.000 |        0.093 |        1.365 |        1.458
       8.000 |        0.138 |        0.543 |        0.681
      14.000 |        0.143 |        0.515 |        0.657
      11.000 |        0.147 |        0.503 |        0.650
       7.000 |        0.149 |        0.470 |        0.619
      10.000 |        0.148 |        0.545 |        0.693
      12.000 |        0.168 |        0.305 |        0.474
      12.000 |        0.162 |        1.105 |        1.268
       9.000 |        0.114 |        1.290 |        1.404
      12.000 |        0.170 |        0.941 |        1.112
       7.000 |        0.116 |        0.412 |        0.529
      14.000 |        0.166 |        2.637 |        2.802
      10.000 |        0.135 |        0.953 |        1.088
      10.000 |        0.157 |        0.592 |        0.749
      10.000 |        0.114 |        0.309 |        0.423
       9.000 |        0.115 |        0.742 |        0.856
