   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       8.000 |        0.149 |        2.706 |        2.856
       9.000 |        0.146 |        1.049 |        1.195
      11.000 |        0.123 |        0.952 |        1.075
       7.000 |        0.123 |        3.012 |        3.135
      11.000 |        0.143 |        0.732 |        0.875
       9.000 |        0.122 |        0.481 |        0.603
       6.000 |        0.126 |        0.506 |        0.632
      12.000 |        0.178 |        1.498 |        1.676
       6.000 |        0.126 |        0.856 |        0.983
       9.000 |        0.160 |        0.557 |        0.718
       8.000 |        0.155 |        2.270 |        2.425
      12.000 |        0.152 |        0.710 |        0.862
      10.000 |        0.146 |        1.734 |        1.880
      10.000 |        0.123 |        1.499 |        1.622
       4.000 |        0.144 |        0.552 |        0.696
      11.000 |        0.176 |        0.711 |        0.887
       7.000 |        0.119 |        0.530 |        0.649
       9.000 |        0.144 |        0.885 |        1.029
       6.000 |        0.210 |        0.581 |        0.790
      11.000 |        0.145 |        0.885 |        1.030
       8.000 |        0.084 |        1.613 |        1.698
       7.000 |        0.146 |        0.768 |        0.913
       7.000 |        0.161 |        1.927 |        2.088
       6.000 |        0.125 |        1.568 |        1.693
       5.000 |        0.145 |        0.686 |        0.832
      10.000 |        0.177 |        0.804 |        0.981
       7.000 |        0.136 |        0.582 |        0.718
       6.000 |        0.182 |        0.516 |        0.698
       8.000 |        0.153 |        0.797 |        0.949
      12.000 |        0.128 |        1.096 |        1.224
       9.000 |        0.126 |        1.915 |        2.041
      11.000 |        0.153 |        1.580 |        1.732
       8.000 |        0.146 |        0.870 |        1.016
      14.000 |        0.127 |        0.517 |        0.643
      11.000 |        0.159 |        0.898 |        1.056
       7.000 |        0.145 |        0.648 |        0.793
      10.000 |        0.143 |        0.776 |        0.920
      12.000 |        0.159 |        0.686 |        0.845
      12.000 |        0.144 |        1.477 |        1.621
       9.000 |        0.144 |        1.561 |        1.704
      12.000 |        0.168 |        0.970 |        1.138
       7.000 |        0.125 |        0.577 |        0.702
      14.000 |        0.126 |        2.906 |        3.032
      10.000 |        0.142 |        0.868 |        1.011
      10.000 |        0.166 |        0.609 |        0.774
      10.000 |        0.126 |        0.438 |        0.564
       9.000 |        0.149 |        1.517 |        1.666
       7.000 |        0.143 |        0.805 |        0.948
       5.000 |        0.288 |        0.906 |        1.194
      10.000 |        0.224 |        1.854 |        2.078
      10.000 |        0.151 |        3.161 |        3.312
      15.000 |        0.224 |        1.393 |        1.617
       6.000 |        0.217 |        0.720 |        0.936
       4.000 |        0.371 |        0.804 |        1.175
       9.000 |        0.120 |        0.969 |        1.088
       8.000 |        0.282 |        2.686 |        2.968
      10.000 |        0.218 |        1.774 |        1.992
       6.000 |        0.153 |        1.861 |        2.014
      12.000 |        0.151 |        0.578 |        0.730
       7.000 |        0.123 |        0.699 |        0.822
      14.000 |        0.125 |        1.168 |        1.293
       8.000 |        0.125 |        0.513 |        0.637
      10.000 |        0.114 |        3.062 |        3.176
       8.000 |        0.124 |        0.848 |        0.973
      11.000 |        0.187 |        0.554 |        0.742
       7.000 |        0.152 |        5.080 |        5.231
      10.000 |        0.133 |        0.813 |        0.946
      11.000 |        0.127 |        2.741 |        2.868
      10.000 |        0.154 |        1.166 |        1.320
       6.000 |        0.137 |        1.427 |        1.564
       8.000 |        0.160 |        0.852 |        1.011
       5.000 |        0.147 |        0.878 |        1.025
       7.000 |        0.124 |        1.796 |        1.920
      13.000 |        0.198 |        2.105 |        2.302
       6.000 |        0.266 |        1.194 |        1.460
       5.000 |        0.131 |        0.895 |        1.026
      10.000 |        0.133 |        2.029 |        2.162
       6.000 |        0.155 |        2.778 |        2.932
      10.000 |        0.222 |        0.722 |        0.944
      11.000 |        0.334 |        1.481 |        1.816
       9.000 |        0.144 |        1.072 |        1.216
      11.000 |        0.125 |        1.745 |        1.870
       5.000 |        0.124 |        0.496 |        0.620
      11.000 |        0.212 |        1.857 |        2.069
       5.000 |        0.214 |        0.942 |        1.156
       7.000 |        0.166 |        0.825 |        0.991
       7.000 |        0.164 |        0.883 |        1.047
       9.000 |        0.127 |        1.032 |        1.158
       7.000 |        0.155 |        0.622 |        0.778
       7.000 |        0.151 |        0.829 |        0.980
       9.000 |        0.166 |        1.033 |        1.199
       4.000 |        0.123 |        0.630 |        0.753
       6.000 |        0.153 |        0.594 |        0.747
       7.000 |        0.146 |        1.133 |        1.279
      12.000 |        0.161 |        1.486 |        1.648
       8.000 |        0.126 |        0.519 |        0.645
      12.000 |        0.144 |        2.318 |        2.462
       9.000 |        0.184 |        0.539 |        0.723
       9.000 |        0.127 |        0.683 |        0.810
      10.000 |        0.145 |        0.815 |        0.960
       6.000 |        0.151 |        0.964 |        1.115
       8.000 |        0.150 |        1.247 |        1.398
       3.000 |        0.124 |        1.147 |        1.271
       9.000 |        0.125 |        0.886 |        1.010
       3.000 |        0.143 |        2.443 |        2.586
       7.000 |        0.180 |        5.421 |        5.601
       8.000 |        0.149 |        2.481 |        2.630
       8.000 |        0.163 |        1.276 |        1.439
      11.000 |        0.146 |        0.769 |        0.915
       8.000 |        0.206 |        0.725 |        0.931
      11.000 |        0.147 |        2.273 |        2.421
      11.000 |        0.126 |        1.084 |        1.211
       9.000 |        0.125 |        1.277 |        1.402
       6.000 |        0.126 |        1.934 |        2.060
       9.000 |        0.272 |        1.975 |        2.248
       5.000 |        0.140 |        0.731 |        0.871
      12.000 |        0.146 |        0.880 |        1.025
      14.000 |        0.145 |        2.042 |        2.188
       7.000 |        0.152 |        0.480 |        0.633
      11.000 |        0.319 |        1.480 |        1.799
      10.000 |        0.145 |        1.422 |        1.567
       7.000 |        0.124 |        0.599 |        0.723
       7.000 |        0.117 |        1.846 |        1.963
       5.000 |        0.145 |        0.785 |        0.930
       9.000 |        0.136 |        0.667 |        0.803
       5.000 |        0.138 |        0.730 |        0.869
       5.000 |        0.126 |        1.467 |        1.593
       9.000 |        0.141 |        0.521 |        0.662
       8.000 |        0.185 |        0.754 |        0.940
       8.000 |        0.124 |        0.520 |        0.644
       8.000 |        0.164 |        0.990 |        1.154
       4.000 |        0.145 |        1.685 |        1.830
      11.000 |        0.143 |        0.754 |        0.897
       8.000 |        0.177 |        0.720 |        0.897
       5.000 |        0.125 |        1.327 |        1.452
       6.000 |        0.278 |        2.173 |        2.452
       7.000 |        0.122 |        0.813 |        0.935
      11.000 |        0.086 |        1.936 |        2.022
       6.000 |        0.156 |        5.361 |        5.517
       9.000 |        0.147 |        2.386 |        2.533
       5.000 |        0.131 |        0.465 |        0.596
      12.000 |        0.125 |        2.366 |        2.490
       8.000 |        0.167 |        2.546 |        2.713
      14.000 |        0.129 |        0.555 |        0.684
