   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.150 |        1.446 |        1.596
       8.000 |        0.094 |        4.072 |        4.166
      11.000 |        0.220 |        1.409 |        1.629
       7.000 |        0.131 |        3.348 |        3.479
      11.000 |        0.142 |        0.927 |        1.069
       9.000 |        0.151 |        0.623 |        0.773
       6.000 |        0.146 |        0.818 |        0.964
       8.000 |        0.148 |        1.752 |        1.900
       6.000 |        0.135 |        1.212 |        1.347
       9.000 |        0.173 |        0.740 |        0.913
      12.000 |        0.340 |        3.124 |        3.464
      12.000 |        0.137 |        0.594 |        0.731
      10.000 |        0.145 |        1.992 |        2.137
      10.000 |        0.156 |        2.224 |        2.380
       4.000 |        0.143 |        0.893 |        1.036
      11.000 |        0.152 |        0.895 |        1.047
       7.000 |        0.147 |        0.772 |        0.919
       9.000 |        0.136 |        0.931 |        1.067
       6.000 |        0.146 |        0.960 |        1.106
      11.000 |        0.130 |        1.114 |        1.244
       8.000 |        0.131 |        2.072 |        2.203
       7.000 |        0.135 |        0.807 |        0.942
       7.000 |        0.150 |        2.116 |        2.266
       6.000 |        0.154 |        2.275 |        2.429
       5.000 |        0.132 |        0.826 |        0.958
      10.000 |        0.152 |        1.144 |        1.296
       7.000 |        0.135 |        0.811 |        0.946
       6.000 |        0.230 |        0.672 |        0.902
       8.000 |        0.144 |        1.198 |        1.343
      12.000 |        0.146 |        1.692 |        1.837
       9.000 |        0.132 |        2.944 |        3.076
      11.000 |        0.132 |        1.469 |        1.601
       8.000 |        0.145 |        0.964 |        1.109
      14.000 |        0.135 |        0.739 |        0.874
      11.000 |        0.149 |        1.003 |        1.152
       7.000 |        0.171 |        0.655 |        0.826
      10.000 |        0.134 |        0.926 |        1.060
      12.000 |        0.168 |        0.599 |        0.767
      12.000 |        0.146 |        1.964 |        2.110
       9.000 |        0.144 |        1.904 |        2.048
      12.000 |        0.168 |        1.286 |        1.454
       7.000 |        0.133 |        0.751 |        0.885
      14.000 |        0.147 |        3.385 |        3.532
      10.000 |        0.134 |        1.244 |        1.378
      10.000 |        0.297 |        0.848 |        1.144
      10.000 |        0.149 |        0.750 |        0.899
       9.000 |        0.150 |        1.634 |        1.784
       7.000 |        0.132 |        0.894 |        1.026
       5.000 |        0.187 |        1.062 |        1.249
      10.000 |        0.154 |        3.124 |        3.279
      10.000 |        0.300 |        2.698 |        2.998
      15.000 |        0.132 |        1.831 |        1.963
       4.000 |        0.228 |        1.151 |        1.379
       6.000 |        0.350 |        1.127 |        1.476
       9.000 |        0.161 |        1.094 |        1.255
      10.000 |        0.133 |        2.084 |        2.217
       8.000 |        0.134 |        3.381 |        3.515
       6.000 |        0.225 |        1.738 |        1.963
      12.000 |        0.152 |        0.840 |        0.992
       7.000 |        0.145 |        1.162 |        1.306
      14.000 |        0.137 |        1.667 |        1.803
       8.000 |        0.146 |        0.855 |        1.001
      10.000 |        0.130 |        3.168 |        3.298
       8.000 |        0.152 |        1.215 |        1.368
      11.000 |        0.299 |        0.838 |        1.137
       7.000 |        0.165 |        5.510 |        5.676
      10.000 |        0.132 |        1.139 |        1.270
      11.000 |        0.133 |        3.540 |        3.673
      10.000 |        0.145 |        1.407 |        1.552
       6.000 |        0.133 |        2.070 |        2.202
       8.000 |        0.145 |        1.275 |        1.420
       5.000 |        0.146 |        1.363 |        1.509
       7.000 |        0.146 |        2.051 |        2.197
      13.000 |        0.146 |        2.413 |        2.558
       6.000 |        0.141 |        1.634 |        1.775
       5.000 |        0.144 |        1.428 |        1.572
      10.000 |        0.146 |        2.657 |        2.803
      11.000 |        0.145 |        1.585 |        1.729
       6.000 |        0.302 |        2.991 |        3.293
      10.000 |        0.342 |        0.959 |        1.302
       9.000 |        0.145 |        1.480 |        1.624
       5.000 |        0.127 |        0.619 |        0.746
       5.000 |        0.133 |        1.041 |        1.174
      11.000 |        0.156 |        2.468 |        2.624
      11.000 |        0.256 |        2.870 |        3.126
       7.000 |        0.135 |        0.775 |        0.909
       7.000 |        0.164 |        1.308 |        1.472
       9.000 |        0.151 |        1.373 |        1.524
       7.000 |        0.163 |        0.983 |        1.146
