  Key Length |   QueueTimes | ServiceTimes | SojournTimes

       7.000 |        0.144 |        2.223 |        2.367
       8.000 |        0.182 |        0.480 |        0.662
       9.000 |        0.125 |        1.097 |        1.222
       6.000 |        0.177 |        0.722 |        0.899
       9.000 |        0.154 |        1.045 |        1.199
      10.000 |        0.248 |        1.990 |        2.238
      10.000 |        0.209 |        0.653 |        0.862
       7.000 |        0.143 |        0.872 |        1.015
       8.000 |        0.182 |        1.125 |        1.308
       8.000 |        0.107 |        1.383 |        1.490
       8.000 |        0.233 |        1.828 |        2.061
       6.000 |        0.205 |        0.691 |        0.896
      11.000 |        0.159 |        0.979 |        1.138
       7.000 |        0.205 |        1.181 |        1.386
       8.000 |        0.151 |        1.326 |        1.477
      10.000 |        0.153 |        1.215 |        1.368
       4.000 |        0.152 |        0.944 |        1.096
       5.000 |        0.241 |        1.630 |        1.871
      10.000 |        0.131 |        0.821 |        0.952
      10.000 |        0.267 |        0.847 |        1.114
       6.000 |        0.129 |        1.491 |        1.620
      10.000 |        0.173 |        0.445 |        0.618
      10.000 |        0.177 |        1.583 |        1.760
      12.000 |        0.128 |        1.614 |        1.742
       6.000 |        0.131 |        2.039 |        2.170
      12.000 |        0.136 |        2.520 |        2.656
       6.000 |        0.200 |        0.424 |        0.623
      10.000 |        0.166 |        0.448 |        0.614
       6.000 |        0.195 |        0.845 |        1.040
      13.000 |        0.293 |        0.589 |        0.882
      12.000 |        0.198 |        1.037 |        1.236
       6.000 |        0.184 |        0.487 |        0.671
       4.000 |        0.161 |        1.826 |        1.987
       9.000 |        0.147 |        1.516 |        1.663
       7.000 |        0.137 |        0.918 |        1.055
      11.000 |        0.138 |        0.718 |        0.856
       6.000 |        0.116 |        1.621 |        1.737
       9.000 |        0.114 |        1.669 |        1.783
       6.000 |        0.158 |        3.283 |        3.441
       7.000 |        0.135 |        0.494 |        0.629
       4.000 |        0.135 |        2.073 |        2.208
      10.000 |        0.132 |        0.779 |        0.911
       5.000 |        0.185 |        0.767 |        0.952
       8.000 |        0.131 |        2.219 |        2.351
      12.000 |        0.245 |        1.025 |        1.270
       8.000 |        0.185 |        4.370 |        4.555
      10.000 |        0.199 |        1.150 |        1.349
      14.000 |        0.201 |        0.287 |        0.488
       7.000 |        0.278 |        0.647 |        0.926
       6.000 |        0.135 |        1.776 |        1.911
       6.000 |        0.138 |        1.325 |        1.463
       7.000 |        0.236 |        0.701 |        0.937
      12.000 |        0.136 |        0.701 |        0.837
      14.000 |        0.224 |        1.144 |        1.368
       8.000 |        0.171 |        4.196 |        4.367
      10.000 |        0.167 |        0.498 |        0.665
       6.000 |        0.214 |        2.266 |        2.480
       8.000 |        0.237 |        2.574 |        2.811
       8.000 |        0.297 |        0.976 |        1.273
       7.000 |        0.168 |        3.280 |        3.448
       7.000 |        0.132 |        0.606 |        0.738
       8.000 |        0.147 |        2.159 |        2.306
       9.000 |        0.211 |        2.774 |        2.985
       7.000 |        0.228 |        0.853 |        1.081
       9.000 |        0.099 |        0.709 |        0.808
      12.000 |        0.122 |        1.238 |        1.361
      12.000 |        0.113 |        0.966 |        1.079
      10.000 |        0.272 |        2.218 |        2.490
      10.000 |        0.139 |        0.724 |        0.864
      10.000 |        0.150 |        0.813 |        0.963
