   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.146 |        1.943 |        2.088
      11.000 |        0.139 |        1.929 |        2.068
       8.000 |        0.100 |        5.915 |        6.015
      11.000 |        0.148 |        1.286 |        1.434
       9.000 |        0.091 |        0.540 |        0.631
       6.000 |        0.102 |        1.001 |        1.104
       7.000 |        0.178 |        5.669 |        5.847
      12.000 |        0.143 |        3.167 |        3.310
       9.000 |        0.245 |        1.072 |        1.317
       6.000 |        0.235 |        1.722 |        1.958
       8.000 |        0.396 |        2.520 |        2.915
      12.000 |        0.146 |        0.842 |        0.988
      10.000 |        0.148 |        3.403 |        3.550
       4.000 |        0.148 |        1.051 |        1.199
      10.000 |        0.145 |        3.162 |        3.306
      11.000 |        0.164 |        1.143 |        1.307
       7.000 |        0.148 |        1.000 |        1.148
       9.000 |        0.146 |        1.360 |        1.506
       6.000 |        0.148 |        1.138 |        1.286
      11.000 |        0.147 |        1.612 |        1.758
       7.000 |        0.144 |        1.127 |        1.271
       8.000 |        0.143 |        3.430 |        3.574
       7.000 |        0.153 |        1.739 |        1.892
       6.000 |        0.142 |        1.900 |        2.041
       5.000 |        0.147 |        1.079 |        1.226
      10.000 |        0.153 |        1.471 |        1.623
       7.000 |        0.147 |        1.166 |        1.313
       6.000 |        0.317 |        0.974 |        1.290
       8.000 |        0.146 |        1.539 |        1.686
      12.000 |        0.179 |        2.310 |        2.489
       9.000 |        0.149 |        4.304 |        4.453
      11.000 |        0.152 |        2.844 |        2.996
      11.000 |        0.131 |        0.596 |        0.726
       8.000 |        0.243 |        1.324 |        1.566
      14.000 |        0.214 |        0.907 |        1.121
       7.000 |        0.146 |        0.890 |        1.035
      10.000 |        0.149 |        1.211 |        1.360
      12.000 |        0.158 |        0.802 |        0.960
      12.000 |        0.147 |        2.690 |        2.838
       9.000 |        0.150 |        3.158 |        3.307
      12.000 |        0.147 |        1.629 |        1.776
       7.000 |        0.148 |        1.096 |        1.244
      10.000 |        0.148 |        1.109 |        1.257
      10.000 |        0.149 |        1.790 |        1.939
      10.000 |        0.147 |        0.803 |        0.950
       9.000 |        0.144 |        1.705 |        1.849
      14.000 |        0.149 |        6.439 |        6.588
       7.000 |        0.147 |        1.270 |        1.417
       5.000 |        0.256 |        1.425 |        1.681
      15.000 |        0.148 |        1.752 |        1.901
       4.000 |        0.151 |        1.473 |        1.624
       6.000 |        0.262 |        1.467 |        1.729
      10.000 |        0.309 |        3.866 |        4.175
      10.000 |        0.147 |        4.623 |        4.770
       9.000 |        0.151 |        1.988 |        2.139
      10.000 |        0.147 |        3.822 |        3.969
       6.000 |        0.143 |        3.521 |        3.664
       8.000 |        0.148 |        5.908 |        6.056
      12.000 |        0.166 |        1.016 |        1.182
      14.000 |        0.138 |        1.409 |        1.547
       7.000 |        0.315 |        1.426 |        1.741
       8.000 |        0.148 |        1.005 |        1.153
       7.000 |        0.138 |        4.987 |        5.125
      11.000 |        0.146 |        1.070 |        1.216
       8.000 |        0.144 |        1.662 |        1.806
      10.000 |        0.138 |        4.745 |        4.884
      10.000 |        0.152 |        1.674 |        1.826
      10.000 |        0.145 |        1.849 |        1.994
      11.000 |        0.093 |        5.652 |        5.745
       6.000 |        0.152 |        3.055 |        3.206
       8.000 |        0.148 |        1.797 |        1.945
       6.000 |        0.084 |        1.215 |        1.299
       5.000 |        0.260 |        1.679 |        1.939
       7.000 |        0.149 |        2.882 |        3.031
      13.000 |        0.149 |        3.304 |        3.454
       5.000 |        0.146 |        1.887 |        2.034
       6.000 |        0.145 |        3.084 |        3.229
      10.000 |        0.147 |        1.364 |        1.511
      10.000 |        0.149 |        4.281 |        4.430
