Linux 5.0.0-31-generic (yong) 	11/21/19 	_x86_64_	(48 CPU)

16:57:43        CPU     %user     %nice   %system   %iowait    %steal     %idle
16:57:45          0     54.82      0.00     12.69      0.00      0.00     32.49
16:57:47          0     56.16      0.00     13.30      0.00      0.00     30.54
16:57:49          0     53.44      0.00     13.23      0.00      0.00     33.33
16:57:51          0     54.31      0.00     13.20      0.00      0.00     32.49
16:57:53          0     53.57      0.00     13.27      0.00      0.00     33.16
16:57:55          0     52.33      0.00     14.51      0.00      0.00     33.16
16:57:57          0     56.12      0.00     12.76      0.00      0.00     31.12
16:57:59          0     53.81      0.00     13.71      0.00      0.00     32.49
16:58:01          0     51.01      0.00     15.66      0.00      0.00     33.33
16:58:03          0     53.92      0.00     15.20      0.00      0.00     30.88
16:58:05          0     57.58      0.00     10.61      0.00      0.00     31.82
16:58:07          0     55.67      0.00     13.30      0.00      0.00     31.03
16:58:09          0     55.07      0.00     13.53      0.00      0.00     31.40
16:58:11          0     53.06      0.00     15.31      0.00      0.00     31.63
16:58:13          0     55.33      0.00     12.18      0.00      0.00     32.49
16:58:15          0     52.50      0.00     15.50      0.00      0.00     32.00
16:58:17          0     54.00      0.00     15.00      0.00      0.00     31.00
16:58:19          0     53.77      0.00     14.57      0.00      0.00     31.66
16:58:21          0     54.36      0.00     13.85      0.00      0.00     31.79
16:58:23          0     55.78      0.00     13.07      0.00      0.00     31.16
16:58:25          0     56.16      0.00     12.81      0.00      0.00     31.03
16:58:27          0     55.84      0.00     12.18      0.00      0.00     31.98
16:58:29          0     53.73      0.00     14.93      0.00      0.00     31.34
16:58:31          0     52.00      0.00     16.00      0.00      0.00     32.00
16:58:33          0     56.12      0.00     12.24      0.00      0.00     31.63
16:58:35          0     55.78      0.00     11.56      0.00      0.00     32.66
16:58:37          0     55.45      0.00     13.37      0.00      0.00     31.19
16:58:39          0     55.56      0.00     13.13      0.00      0.00     31.31
16:58:41          0     55.34      0.00     13.59      0.00      0.00     31.07
16:58:43          0     54.23      0.00     14.43      0.00      0.00     31.34
Average:          0     54.57      0.00     13.62      0.00      0.00     31.81
