timestamp,kw_lengh,took_ms
1537044480,3,103
1537044482,7,675
1537044483,2,428
1537044484,3,378
1537044486,2,291
1537044487,3,325
1537044488,4,303
1537044490,1,24
1537044491,3,131
1537044492,2,544
1537044493,2,50
1537044494,1,18
1537044495,3,57
1537044497,2,507
1537044498,4,147
1537044499,2,42
1537044501,14,896
1537044502,1,171
1537044504,4,698
1537044506,4,646
1537044507,2,328
1537044509,3,201
1537044510,3,118
1537044511,2,204
1537044512,3,429
1537044514,7,445
1537044515,2,167
1537044516,4,335
1537044518,2,170
1537044519,6,274
1537044520,2,104
1537044521,1,161
1537044523,2,532
1537044524,2,181
1537044525,3,104
1537044526,1,13
1537044528,3,295
1537044529,6,533
1537044530,2,83
1537044531,2,57
1537044532,2,70
1537044534,7,273
1537044535,1,26
1537044536,3,328
1537044538,5,684
1537044539,1,155
1537044541,3,628
1537044542,2,310
1537044543,3,320
1537044545,3,394
1537044546,4,100
1537044547,3,221
1537044548,2,151
1537044549,1,19
1537044551,2,446
1537044553,3,602
1537044554,3,462
1537044555,1,184
1537044557,4,277
1537044558,17,668
1537044560,4,79
1537044561,2,58
1537044562,1,27
1537044563,1,27
1537044564,1,118
1537044565,1,53
1537044566,3,230
1537044567,3,166
1537044569,1,24
1537044570,3,382
1537044571,4,463
1537044573,3,101
1537044574,4,471
1537044575,1,38
1537044576,3,75
1537044578,13,757
1537044579,2,117
1537044580,1,222
1537044582,7,247
1537044583,7,638
1537044585,1,277
1537044586,4,337
1537044587,1,35
1537044588,3,288
1537044590,3,431
1537044592,4,674
1537044593,4,82
1537044594,1,33
1537044595,2,174
1537044596,2,321
1537044598,13,660
1537044599,4,217
1537044601,3,483
1537044602,7,392
1537044603,4,82
1537044605,4,322
1537044606,2,68
1537044607,2,432
1537044609,7,624
1537044610,3,218
1537044612,3,248
1537044613,2,406
1537044615,17,807
1537044616,4,302
1537044617,4,195
1537044619,5,203
1537044620,2,161
1537044621,1,517
1537044623,2,54
1537044624,3,314
1537044625,4,74
1537044626,3,281
1537044627,3,67
1537044629,2,449
1537044630,1,27
1537044631,3,82
1537044632,2,79
1537044633,2,64
1537044635,3,199
1537044636,1,188
1537044637,5,594
1537044639,2,481
1537044641,6,808
1537044642,1,90
1537044643,1,431
1537044645,2,614
1537044647,3,618
1537044648,6,525
1537044649,1,30
1537044651,5,149
1537044652,3,246
1537044654,15,1168
1537044655,3,149
1537044656,2,61
1537044658,2,322
1537044659,1,504
1537044661,2,402
1537044662,2,386
1537044663,1,292
1537044665,5,563
1537044666,1,270
1537044667,3,80
1537044669,3,214
1537044670,3,621
1537044672,4,789
1537044673,1,252
1537044674,3,59
1537044676,3,135
1537044677,1,221
1537044678,3,380
1537044680,2,282
1537044681,3,51
1537044682,3,60
1537044683,1,27
1537044684,3,180
1537044686,3,598
1537044687,3,571
1537044688,2,96
1537044690,3,293
1537044691,1,24
1537044692,6,571
1537044694,2,78
1537044695,4,73
1537044696,3,163
1537044697,3,228
1537044698,1,38
1537044699,3,209
1537044701,2,154
1537044702,3,241
1537044703,3,160
1537044704,6,107
1537044706,13,978
1537044707,2,41
1537044709,4,186
1537044710,3,208
1537044711,2,183
1537044713,3,479
1537044714,3,233
1537044715,1,234
1537044716,1,113
1537044717,1,58
1537044719,3,311
1537044720,3,399
1537044721,2,216
1537044722,2,50
1537044724,2,451
1537044725,1,38
1537044726,2,49
1537044728,16,615
1537044729,1,234
1537044731,3,512
1537044732,6,844
1537044734,4,65
1537044735,3,142
1537044736,16,445
1537044737,3,167
1537044739,4,409
1537044740,2,114
1537044741,1,146
1537044743,2,399
1537044744,4,168
1537044745,2,267
1537044747,2,557
1537044748,3,55
1537044749,1,17
1537044750,1,299
1537044751,1,220
1537044753,2,201
1537044754,2,345
1537044755,1,29
1537044756,2,87
1537044758,3,259
1537044759,12,531
1537044760,1,11
1537044761,3,218
1537044763,3,151
1537044764,1,20
1537044765,2,39
1537044766,3,180
1537044768,7,621
