76;qhaa;1520960388753
77;jvao;1520960388764
77;jvao;1520960391480
76;qhaa;1520960391511
81;lefk;1520960392074
82;gdvv;1520960392105
82;gdvv;1520960393457
81;lefk;1520960393478
77;cuvk;1520960393973
76;webe;1520960393986
76;webe;1520960394422
77;cuvk;1520960394426
82;oqsu;1520960394466
81;fhiz;1520960394476
81;fhiz;1520960395521
82;oqsu;1520960395546
76;wign;1520960395571
78;iiwb;1520960395586
78;iiwb;1520960396101
76;wign;1520960396116
81;omth;1520960396179
83;ozle;1520960396186
83;ozle;1520960397466
81;omth;1520960397473
78;mjec;1520960397582
79;fwtx;1520960397591
78;mjec;1520960397872
79;fwtx;1520960397874
83;qxri;1520960397988
85;ooay;1520960397999
85;ooay;1520960398105
83;qxri;1520960398147
78;awli;1520960398175
79;bgyb;1520960398186
79;bgyb;1520960398677
78;awli;1520960398688
85;mdkv;1520960398719
81;cyew;1520960398736
81;cyew;1520960398846
85;mdkv;1520960398856
79;vwnn;1520960398882
76;rupw;1520960398891
76;rupw;1520960399380
79;vwnn;1520960399413
81;ahzr;1520960399450
84;jboc;1520960399466
81;ahzr;1520960400519
84;jboc;1520960400522
76;unuk;1520960400590
77;slyj;1520960400606
77;slyj;1520960401724
76;unuk;1520960401734
81;odyc;1520960401948
84;eizn;1520960401956
84;eizn;1520960402224
81;odyc;1520960402235
77;rarw;1520960402331
76;ptvz;1520960402346
77;rarw;1520960402383
76;ptvz;1520960402393
78;yrwc;1520960402483
84;nkyx;1520960402492
84;nkyx;1520960402570
78;yrwc;1520960402574
82;tpfy;1520960402650
77;brbq;1520960402666
77;brbq;1520960403564
82;tpfy;1520960403583
84;hwkt;1520960403684
83;xyik;1520960403692
83;xyik;1520960404040
84;hwkt;1520960404047
77;pxft;1520960404100
82;hgjm;1520960404116
77;pxft;1520960404512
82;hgjm;1520960404516
83;ejvn;1520960404592
85;sthn;1520960404616
85;sthn;1520960404952
83;ejvn;1520960404957
77;pwdk;1520960405065
77;pwdk;1520960405084
76;wcxo;1520960405092
76;wcxo;1520960405107
85;nicg;1520960405150
84;cgsm;1520960405166
84;cgsm;1520960406050
85;nicg;1520960406054
81;smlb;1520960406125
82;wzst;1520960406135
82;wzst;1520960406272
81;smlb;1520960406285
84;hyff;1520960406310
78;toqy;1520960406326
84;hyff;1520960407108
78;toqy;1520960407109
82;yilo;1520960407260
79;bgyu;1520960407276
79;bgyu;1520960407404
82;yilo;1520960407422
84;kklh;1520960407447
78;jlqt;1520960407482
84;kklh;1520960407708
78;jlqt;1520960407719
79;avdd;1520960407760
80;tktv;1520960407776
80;tktv;1520960407798
79;avdd;1520960407802
82;fasx;1520960407838
84;txyq;1520960407846
84;txyq;1520960408319
82;fasx;1520960408335
85;frlb;1520960408400
80;qpzy;1520960408411
80;qpzy;1520960408559
85;frlb;1520960408568
84;ihua;1520960408626
78;xicp;1520960408636
78;xicp;1520960408667
84;ihua;1520960408671
80;fuxw;1520960408717
80;fuxw;1520960408725
79;rbfp;1520960408726
79;rbfp;1520960408744
76;yqlj;1520960408756
85;dums;1520960408765
85;dums;1520960408800
76;yqlj;1520960408803
77;dael;1520960408890
84;baed;1520960408901
77;dael;1520960409825
84;baed;1520960409827
85;cxjb;1520960409927
78;eogu;1520960409936
78;eogu;1520960410038
85;cxjb;1520960410047
77;vswo;1520960410080
84;jlbw;1520960410086
77;vswo;1520960410367
84;jlbw;1520960410371
78;tnwn;1520960410409
76;bpuq;1520960410416
78;tnwn;1520960411351
76;bpuq;1520960411362
77;oiob;1520960411446
79;clch;1520960411456
79;clch;1520960411484
77;oiob;1520960411520
84;iuxx;1520960411553
78;ftgd;1520960411566
78;ftgd;1520960412120
84;iuxx;1520960412124
83;gyrk;1520960412147
79;paih;1520960412156
79;paih;1520960412185
83;gyrk;1520960412210
81;yjtt;1520960412234
78;xzvd;1520960412246
78;xzvd;1520960413139
81;yjtt;1520960413155
84;dzpv;1520960413183
83;pumn;1520960413212
83;pumn;1520960413450
84;dzpv;1520960413461
78;izbk;1520960413577
76;xmxf;1520960413586
76;xmxf;1520960413653
78;izbk;1520960413656
83;srpg;1520960413685
84;xfoa;1520960413692
83;srpg;1520960414580
84;xfoa;1520960414582
76;adnc;1520960414690
85;iqsa;1520960414704
85;iqsa;1520960414867
76;adnc;1520960414879
84;nvbw;1520960414904
83;zuof;1520960414916
83;zuof;1520960414945
84;nvbw;1520960414947
85;hnic;1520960414968
81;xsxz;1520960414976
85;hnic;1520960415628
81;xsxz;1520960415636
83;drin;1520960415747
79;bcdg;1520960415756
79;bcdg;1520960416028
83;drin;1520960416032
85;zfzt;1520960416069
81;zkxx;1520960416086
85;zfzt;1520960416145
81;zkxx;1520960416162
79;isfw;1520960416205
