timestamp,kw_lengh,took_ms
1537060865,4,587
1537060866,2,186
1537060868,3,535
1537060869,2,48
1537060870,1,46
1537060871,2,214
1537060872,1,196
1537060873,2,127
1537060875,2,257
1537060876,2,48
1537060877,2,44
1537060878,2,165
1537060880,4,525
1537060881,3,203
1537060882,3,244
1537060883,4,101
1537060884,4,230
1537060886,2,161
1537060887,2,425
1537060889,2,562
1537060890,2,107
1537060891,3,590
1537060893,2,80
1537060894,1,32
1537060895,2,46
1537060896,5,603
1537060898,3,623
1537060899,1,30
1537060901,4,594
1537060902,7,580
1537060904,1,236
1537060905,3,154
1537060906,4,265
1537060907,2,60
1537060908,1,34
1537060909,2,141
1537060911,15,888
1537060913,1,191
1537060914,3,457
1537060915,3,108
1537060917,6,604
1537060918,1,30
1537060919,7,521
1537060921,1,27
1537060922,2,78
1537060923,3,563
1537060924,2,54
1537060926,7,566
1537060927,2,110
1537060928,4,66
1537060929,2,43
1537060931,2,472
1537060933,5,728
1537060934,2,45
1537060935,5,337
1537060936,1,86
1537060937,2,230
1537060938,4,63
1537060940,2,71
1537060941,5,106
1537060942,4,590
1537060943,1,23
1537060944,1,25
1537060946,2,158
1537060947,7,552
1537060948,2,58
1537060950,2,445
1537060951,4,158
1537060952,4,272
1537060954,3,377
1537060955,4,620
1537060957,2,109
1537060958,3,343
1537060959,2,236
1537060961,3,331
1537060962,1,44
1537060963,3,178
1537060964,2,156
1537060966,7,704
1537060967,3,420
1537060968,2,80
1537060971,6,1286
1537060972,1,125
1537060974,13,995
1537060975,1,13
1537060976,3,57
1537060977,1,141
1537060978,3,103
1537060980,2,136
1537060981,4,145
1537060982,5,459
1537060983,2,187
1537060985,3,371
1537060986,7,191
1537060987,4,375
1537060989,2,151
1537060990,3,616
1537060991,2,117
1537060993,1,31
1537060994,6,362
1537060996,3,583
1537060997,1,29
1537060998,2,218
1537060999,1,48
1537061000,1,39
1537061001,4,65
1537061002,1,28
1537061003,2,54
1537061004,2,181
1537061006,2,59
1537061007,2,413
1537061008,3,358
1537061010,1,210
1537061011,5,348
1537061012,2,204
1537061014,7,304
1537061015,1,26
1537061016,3,204
1537061017,2,125
1537061018,1,29
1537061019,3,53
1537061020,3,55
1537061022,6,413
1537061023,4,441
1537061024,3,75
1537061025,2,37
1537061027,2,279
1537061028,5,198
1537061029,5,215
1537061030,3,65
1537061032,3,707
1537061033,2,155
1537061035,6,575
1537061037,4,740
1537061038,5,266
1537061039,2,161
1537061040,2,46
1537061042,3,319
1537061043,5,532
1537061044,3,241
1537061046,2,46
1537061047,1,26
1537061048,1,34
1537061049,1,187
1537061050,2,237
1537061051,2,71
1537061052,1,36
1537061054,4,426
1537061055,1,375
1537061056,3,286
1537061058,2,164
1537061059,3,226
1537061060,6,397
1537061062,4,509
1537061063,2,42
1537061064,2,66
1537061065,3,161
1537061066,4,70
1537061068,1,497
1537061069,3,329
1537061070,2,124
1537061072,1,189
1537061073,2,515
1537061075,2,213
1537061076,2,482
1537061077,1,102
1537061078,2,60
1537061079,1,21
1537061081,1,215
1537061082,4,414
1537061083,16,423
1537061085,3,93
1537061086,4,588
1537061088,5,305
1537061089,1,16
1537061090,1,44
1537061091,2,169
1537061092,2,37
1537061093,2,484
1537061095,4,535
1537061096,5,314
1537061098,3,127
1537061099,2,179
1537061100,3,553
1537061101,7,146
1537061103,4,375
1537061104,2,68
1537061105,3,140
1537061107,5,623
1537061108,2,384
1537061109,2,24
1537061111,2,220
1537061112,3,534
1537061114,4,400
1537061115,2,215
1537061116,1,26
1537061117,4,344
1537061118,4,209
1537061120,5,520
1537061121,3,182
1537061123,3,332
1537061124,3,611
1537061125,1,45
1537061126,4,144
1537061128,3,75
1537061129,2,139
1537061130,3,163
1537061131,3,397
1537061133,3,230
1537061134,1,120
1537061135,1,47
1537061136,1,24
1537061137,3,386
1537061139,1,428
1537061140,1,206
1537061141,7,237
1537061142,2,118
1537061144,1,60
1537061145,2,100
1537061146,4,543
1537061147,3,56
1537061149,4,555
1537061150,2,455
1537061152,4,261
1537061153,2,138
1537061154,4,474
1537061155,1,33
1537061157,4,245
1537061158,1,223
1537061159,3,296
1537061160,3,72
1537061162,11,588
1537061163,3,223
1537061165,4,102
1537061166,3,143
1537061167,2,52
1537061168,4,382
1537061170,6,411
1537061171,3,46
1537061172,2,94
1537061173,4,233
1537061175,7,409
1537061176,3,139
1537061177,2,36
1537061178,2,105
1537061180,6,646
1537061181,4,170
1537061182,2,58
1537061183,4,284
1537061185,6,543
1537061186,2,44
1537061187,5,181
1537061188,5,185
1537061190,5,313
1537061191,1,18
1537061192,1,32
1537061193,2,255
1537061194,4,350
1537061196,7,630
1537061197,2,106
1537061198,2,43
1537061200,3,181
1537061201,4,88
1537061203,7,693
1537061204,5,69
1537061205,5,240
1537061206,3,62
1537061207,4,384
1537061209,11,562
1537061210,11,411
1537061212,2,112
1537061213,2,52
1537061214,1,230
1537061215,2,226
1537061217,4,360
1537061218,2,106
1537061219,4,351
1537061220,4,253
1537061222,3,428
1537061223,7,321
1537061225,6,489
1537061226,1,385
1537061227,1,157
1537061228,2,57
1537061230,1,257
1537061231,2,49
1537061232,1,78
1537061234,15,595
1537061235,3,352
1537061237,7,458
1537061238,1,228
1537061239,2,51
1537061240,3,128
1537061241,2,60
1537061242,1,32
1537061243,2,228
1537061245,3,450
1537061246,3,49
1537061247,1,234
1537061249,15,890
1537061250,1,17
1537061252,14,533
1537061253,15,505
1537061255,3,50
1537061256,1,275
1537061257,4,179
1537061258,4,128
1537061259,2,105
1537061260,3,87
1537061262,4,297
1537061263,3,86
1537061265,2,608
1537061266,4,136
1537061267,3,121
1537061268,1,111
1537061270,4,677
1537061271,2,168
1537061272,3,362
1537061273,1,20
1537061275,6,508
1537061276,4,315
1537061278,6,194
1537061279,4,125
1537061281,11,848
1537061282,3,61
1537061283,5,129
1537061284,1,21
1537061286,14,832
1537061287,4,202
1537061288,5,284
1537061290,2,392
1537061291,2,41
1537061292,7,109
1537061293,2,140
1537061294,3,123
1537061296,3,421
1537061297,3,147
1537061298,3,58
1537061299,1,123
1537061300,1,67
1537061302,4,179
