timestamp,kw_lengh,took_ms
1529618432,1,18
1529618433,3,105
1529618434,2,22
1529618435,1,74
1529618437,3,161
1529618438,3,209
1529618439,1,10
1529618440,1,9
1529618441,3,107
1529618442,3,75
1529618443,2,32
1529618444,2,80
1529618445,3,83
1529618446,3,45
1529618447,1,104
1529618449,1,70
1529618450,3,125
1529618451,2,84
1529618452,3,77
1529618453,2,26
1529618454,1,189
1529618455,1,195
1529618456,1,65
1529618458,3,209
1529618459,2,108
1529618460,1,10
1529618461,3,173
1529618462,2,210
1529618463,4,103
1529618464,3,144
1529618465,3,47
1529618466,1,17
1529618468,2,96
1529618469,2,111
1529618470,3,38
1529618471,1,95
1529618472,2,37
1529618473,1,77
1529618474,1,11
1529618475,1,113
1529618476,3,79
1529618477,3,84
1529618478,1,13
1529618479,2,116
1529618480,2,78
1529618482,2,140
1529618483,3,213
1529618484,2,221
1529618485,2,74
1529618486,1,116
1529618487,3,49
1529618488,1,12
1529618489,2,109
1529618491,3,125
1529618492,3,61
1529618493,2,80
1529618494,1,89
1529618495,1,149
1529618496,3,227
1529618497,2,182
1529618499,3,149
1529618500,2,157
1529618501,1,21
1529618502,2,145
1529618503,2,109
1529618504,3,24
1529618505,2,111
1529618506,1,13
1529618507,2,76
1529618508,2,27
1529618509,1,8
1529618511,2,202
1529618512,3,180
1529618513,3,129
1529618514,1,232
1529618515,4,99
1529618516,1,112
1529618517,1,11
1529618519,2,113
1529618520,1,12
1529618521,1,76
1529618522,3,150
1529618523,2,24
1529618524,2,24
1529618525,2,64
1529618526,3,77
1529618527,2,147
1529618528,3,145
1529618529,1,105
1529618531,2,120
1529618532,3,110
1529618533,3,39
1529618534,2,44
1529618535,1,97
1529618536,2,84
1529618537,3,119
1529618538,2,109
1529618539,3,146
1529618540,2,37
1529618542,2,193
1529618543,3,151
1529618544,3,44
1529618545,2,91
1529618546,1,12
1529618547,2,133
1529618548,1,88
1529618549,2,165
1529618551,3,264
1529618552,2,131
1529618553,4,101
1529618554,1,144
1529618555,2,196
1529618556,3,121
1529618557,1,49
1529618559,1,116
1529618560,2,107
1529618561,3,135
1529618562,3,111
1529618563,3,49
1529618564,1,114
1529618565,3,154
1529618566,2,20
1529618567,2,121
1529618569,2,222
1529618570,2,116
1529618571,3,150
1529618572,3,137
1529618573,3,78
1529618574,3,78
1529618575,3,29
1529618576,1,90
1529618578,1,101
1529618579,3,163
1529618580,2,135
1529618581,2,31
1529618582,2,103
1529618583,1,210
1529618585,3,326
