82;zhtc;1524587657163
83;ztnt;1524587657163
82;zhtc;1524587662294
83;ztnt;1524587662615
87;fcjg;1524587664824
88;uvpr;1524587664825
88;uvpr;1524587676914
87;fcjg;1524587677319
82;eiya;1524587679598
83;apvy;1524587679598
82;eiya;1524587689128
83;apvy;1524587689293
88;jqty;1524587691479
87;dqch;1524587691479
87;dqch;1524587699783
88;jqty;1524587700298
82;tvzr;1524587702451
83;zfkr;1524587702452
83;zfkr;1524587709198
82;tvzr;1524587709281
87;ximx;1524587711501
88;yidm;1524587711501
88;yidm;1524587716079
87;ximx;1524587716275
83;gkim;1524587718435
82;dsti;1524587718436
82;dsti;1524587721801
83;gkim;1524587722341
88;dcbm;1524587724464
87;ulbp;1524587724465
88;dcbm;1524587730336
87;ulbp;1524587730410
82;fdmv;1524587732575
83;rnkk;1524587732575
83;rnkk;1524587735395
82;fdmv;1524587736009
88;dkyi;1524587738160
87;fuop;1524587738165
88;dkyi;1524587742356
87;fuop;1524587742730
83;dnup;1524587744875
82;zoft;1524587744875
82;zoft;1524587747177
83;dnup;1524587747215
88;wjld;1524587749327
87;lqod;1524587749327
87;lqod;1524587751456
88;wjld;1524587751516
82;dkuv;1524587753644
83;szaa;1524587753645
82;dkuv;1524587758274
83;szaa;1524587758815
87;eohj;1524587760980
88;ytek;1524587760980
87;eohj;1524587762592
88;ytek;1524587762862
82;pwyr;1524587764988
83;fkce;1524587764988
83;fkce;1524587770652
82;pwyr;1524587770850
87;zvfe;1524587772962
88;hsdd;1524587772962
88;hsdd;1524587773965
87;zvfe;1524587774023
83;azzv;1524587776208
82;qbjs;1524587776209
82;qbjs;1524587778424
83;azzv;1524587778781
88;qlbu;1524587780920
87;egng;1524587780920
88;qlbu;1524587782887
87;egng;1524587782896
82;biyj;1524587785046
83;diww;1524587785047
82;biyj;1524587786223
83;diww;1524587786828
88;oter;1524587788954
87;ifec;1524587788954
87;ifec;1524587792417
88;oter;1524587792423
82;ybmx;1524587794541
83;jbrl;1524587794541
82;ybmx;1524587796929
83;jbrl;1524587797623
87;wlra;1524587799745
88;ltsw;1524587799745
87;wlra;1524587801163
88;ltsw;1524587801427
82;bspg;1524587803660
83;cxtm;1524587803661
82;bspg;1524587805355
83;cxtm;1524587805396
