   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.145 |        1.663 |        1.808
      11.000 |        0.143 |        1.346 |        1.489
       8.000 |        0.138 |        4.692 |        4.830
       7.000 |        0.138 |        3.702 |        3.840
      11.000 |        0.147 |        1.285 |        1.432
       9.000 |        0.148 |        0.871 |        1.019
       6.000 |        0.147 |        0.964 |        1.111
      12.000 |        0.147 |        3.180 |        3.327
       6.000 |        0.147 |        1.620 |        1.767
       9.000 |        0.427 |        1.023 |        1.451
       8.000 |        0.379 |        2.473 |        2.852
      12.000 |        0.142 |        0.623 |        0.765
      10.000 |        0.125 |        1.674 |        1.800
      10.000 |        0.146 |        3.185 |        3.330
       4.000 |        0.103 |        1.026 |        1.129
      11.000 |        0.176 |        1.172 |        1.348
       7.000 |        0.146 |        1.008 |        1.153
       9.000 |        0.147 |        1.327 |        1.474
       6.000 |        0.205 |        1.072 |        1.277
      11.000 |        0.152 |        1.551 |        1.703
       7.000 |        0.150 |        1.127 |        1.277
       8.000 |        0.149 |        3.486 |        3.634
       7.000 |        0.145 |        1.905 |        2.050
       6.000 |        0.148 |        2.095 |        2.243
       5.000 |        0.144 |        1.168 |        1.312
      10.000 |        0.147 |        1.474 |        1.621
       7.000 |        0.146 |        1.132 |        1.278
       6.000 |        0.334 |        0.926 |        1.260
       8.000 |        0.147 |        1.495 |        1.642
      12.000 |        0.148 |        2.334 |        2.482
       9.000 |        0.148 |        4.311 |        4.459
      11.000 |        0.151 |        2.778 |        2.929
      11.000 |        0.127 |        0.589 |        0.716
       8.000 |        0.255 |        1.299 |        1.555
      14.000 |        0.150 |        1.013 |        1.163
       7.000 |        0.126 |        0.523 |        0.650
      10.000 |        0.146 |        1.325 |        1.471
      12.000 |        0.148 |        0.772 |        0.920
      12.000 |        0.146 |        2.709 |        2.855
       9.000 |        0.147 |        3.141 |        3.288
      12.000 |        0.148 |        1.643 |        1.791
       7.000 |        0.147 |        1.062 |        1.209
      10.000 |        0.146 |        1.129 |        1.275
      10.000 |        0.152 |        1.679 |        1.831
      10.000 |        0.145 |        0.642 |        0.787
      14.000 |        0.145 |        5.187 |        5.332
       9.000 |        0.164 |        1.755 |        1.919
       7.000 |        0.145 |        1.232 |        1.378
       5.000 |        0.241 |        1.386 |        1.627
       6.000 |        0.119 |        0.740 |        0.859
       4.000 |        0.147 |        1.486 |        1.632
      10.000 |        0.147 |        3.936 |        4.083
      15.000 |        0.213 |        2.687 |        2.900
       9.000 |        0.127 |        1.019 |        1.146
       6.000 |        0.151 |        1.959 |        2.109
      10.000 |        0.148 |        6.562 |        6.710
      10.000 |        0.150 |        3.742 |        3.891
       8.000 |        0.147 |        5.951 |        6.098
      12.000 |        0.228 |        1.006 |        1.234
      14.000 |        0.085 |        1.222 |        1.307
       7.000 |        0.162 |        1.340 |        1.503
       8.000 |        0.145 |        0.982 |        1.127
       7.000 |        0.242 |        3.945 |        4.188
      10.000 |        0.137 |        3.692 |        3.829
      11.000 |        0.139 |        1.067 |        1.207
       8.000 |        0.148 |        1.762 |        1.910
      10.000 |        0.147 |        1.651 |        1.798
      10.000 |        0.149 |        1.808 |        1.957
      11.000 |        0.145 |        5.954 |        6.099
       6.000 |        0.148 |        3.104 |        3.252
       8.000 |        0.255 |        0.982 |        1.237
       5.000 |        0.148 |        1.754 |        1.902
       7.000 |        0.184 |        2.212 |        2.397
       6.000 |        0.266 |        1.484 |        1.750
      13.000 |        0.147 |        3.518 |        3.665
       5.000 |        0.145 |        1.867 |        2.012
       6.000 |        0.150 |        3.051 |        3.201
      10.000 |        0.149 |        1.305 |        1.455
      10.000 |        0.145 |        4.307 |        4.452
      11.000 |        0.148 |        3.128 |        3.276
       9.000 |        0.146 |        1.953 |        2.099
       5.000 |        0.142 |        0.545 |        0.688
       5.000 |        0.250 |        0.783 |        1.033
      11.000 |        0.172 |        3.552 |        3.723
      11.000 |        0.190 |        4.056 |        4.247
       7.000 |        0.148 |        0.817 |        0.965
       7.000 |        0.166 |        0.898 |        1.063
       9.000 |        0.155 |        2.201 |        2.356
       7.000 |        0.146 |        1.221 |        1.367
       7.000 |        0.298 |        0.836 |        1.134
       9.000 |        0.160 |        1.724 |        1.883
       4.000 |        0.148 |        1.203 |        1.351
       6.000 |        0.149 |        0.802 |        0.951
       7.000 |        0.145 |        2.280 |        2.424
      12.000 |        0.146 |        2.755 |        2.901
       8.000 |        0.145 |        0.995 |        1.141
      12.000 |        0.142 |        3.028 |        3.170
       9.000 |        0.148 |        0.983 |        1.132
       9.000 |        0.144 |        1.381 |        1.525
      10.000 |        0.145 |        1.170 |        1.316
       6.000 |        0.145 |        1.456 |        1.601
       8.000 |        0.154 |        2.352 |        2.506
       3.000 |        0.146 |        2.243 |        2.389
       9.000 |        0.170 |        1.482 |        1.652
       3.000 |        0.146 |        3.658 |        3.804
       7.000 |        0.183 |        5.867 |        6.050
       8.000 |        0.148 |        5.037 |        5.185
       8.000 |        0.148 |        2.167 |        2.315
      11.000 |        0.187 |        1.131 |        1.318
       8.000 |        0.144 |        1.222 |        1.366
      11.000 |        0.145 |        2.317 |        2.462
       9.000 |        0.144 |        1.650 |        1.794
       5.000 |        0.124 |        0.618 |        0.743
      11.000 |        0.142 |        4.959 |        5.102
       9.000 |        0.141 |        3.022 |        3.164
      14.000 |        0.124 |        2.205 |        2.329
       6.000 |        0.239 |        3.235 |        3.474
      12.000 |        0.348 |        1.331 |        1.680
