Linux 5.0.0-31-generic (yong) 	11/21/19 	_x86_64_	(48 CPU)

18:29:54        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:29:56          0     28.78      0.00      9.27      0.00      0.00     61.95
18:29:56          2     28.99      0.00      9.18      0.00      0.00     61.84
18:29:56          4     26.80      0.00      6.19      0.00      0.00     67.01
18:29:56          6     26.80      0.00      6.19      0.00      0.00     67.01
18:29:56          8     29.08      0.00      6.12      0.00      0.00     64.80
18:29:56         10     27.92      0.00      6.60      0.00      0.00     65.48
18:29:56         12     23.94      0.00      6.91      0.00      0.00     69.15
18:29:56         14     25.79      0.00      6.32      0.00      0.00     67.89
18:29:56         16     28.28      0.00      7.07      0.00      0.00     64.65
18:29:56         18     28.72      0.00      5.64      0.00      0.00     65.64
18:29:56         20     29.15      0.00      7.04      0.00      0.00     63.82
18:29:56         22      0.00      0.00      0.00      0.00      0.00    100.00

18:29:56        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:29:58          0     31.55      0.00      7.77      0.00      0.00     60.68
18:29:58          2     30.20      0.00      6.93      0.00      0.00     62.87
18:29:58          4     28.87      0.00      6.70      0.00      0.00     64.43
18:29:58          6     28.28      0.00      8.08      0.00      0.00     63.64
18:29:58          8     30.81      0.00      6.57      0.00      0.00     62.63
18:29:58         10     30.65      0.00      7.04      0.00      0.00     62.31
18:29:58         12     30.26      0.00      7.18      0.00      0.00     62.56
18:29:58         14     31.68      0.00      6.44      0.00      0.00     61.88
18:29:58         16     30.15      0.00      7.54      0.00      0.00     62.31
18:29:58         18     31.03      0.00      6.90      0.00      0.00     62.07
18:29:58         20     30.50      0.00      7.00      0.00      0.00     62.50
18:29:58         22      0.00      0.00      0.00      0.00      0.00    100.00

18:29:58        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:30:00          0     28.71      0.00      8.91      0.00      0.00     62.38
18:30:00          2     28.72      0.00      6.15      0.00      0.00     65.13
18:30:00          4     28.06      0.00      6.12      0.00      0.00     65.82
18:30:00          6     26.56      0.00      6.77      0.00      0.00     66.67
18:30:00          8     27.84      0.00      6.70      0.00      0.00     65.46
18:30:00         10     29.44      0.00      5.58      0.00      0.00     64.97
18:30:00         12     30.20      0.00      6.93      0.00      0.00     62.87
18:30:00         14     30.46      0.00      6.09      0.00      0.00     63.45
18:30:00         16     25.77      0.00      7.73      0.00      0.00     66.49
18:30:00         18     30.35      0.00      5.97      0.00      0.00     63.68
18:30:00         20     30.54      0.00      6.40      0.00      0.00     63.05
18:30:00         22      0.00      0.00      0.00      0.00      0.00    100.00

18:30:00        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:30:02          0     28.71      0.00      9.41      0.00      0.00     61.88
18:30:02          2     28.72      0.00      5.32      0.00      0.00     65.96
18:30:02          4     27.18      0.00      7.69      0.00      0.00     65.13
18:30:02          6     30.46      0.00      5.58      0.00      0.00     63.96
18:30:02          8     30.30      0.00      6.57      0.00      0.00     63.13
18:30:02         10     30.65      0.00      5.53      0.00      0.00     63.82
18:30:02         12     29.38      0.00      6.19      0.00      0.00     64.43
18:30:02         14     30.65      0.00      6.03      0.00      0.00     63.32
18:30:02         16     28.12      0.00      6.25      0.00      0.00     65.62
18:30:02         18     27.94      0.00     10.29      0.00      0.00     61.76
18:30:02         20     29.65      0.00      7.04      0.00      0.00     63.32
18:30:02         22      2.50      0.00      0.00      0.00      0.00     97.50

18:30:02        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:30:04          0     30.05      0.00      8.37      0.00      0.00     61.58
18:30:04          2     29.27      0.00      8.78      0.00      0.00     61.95
18:30:04          4     29.59      0.00      5.61      0.00      0.00     64.80
18:30:04          6     26.15      0.00      8.72      0.00      0.00     65.13
18:30:04          8     28.72      0.00      5.64      0.00      0.00     65.64
18:30:04         10     28.86      0.00      7.96      0.00      0.00     63.18
18:30:04         12     30.50      0.00      6.50      0.00      0.00     63.00
18:30:04         14     28.79      0.00      7.58      0.00      0.00     63.64
18:30:04         16     29.15      0.00      7.04      0.00      0.00     63.82
18:30:04         18     31.84      0.00      4.98      0.00      0.00     63.18
18:30:04         20     30.30      0.00      6.57      0.00      0.00     63.13
18:30:04         22      1.01      0.00      0.00      0.00      0.00     98.99

18:30:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:30:06          0     31.43      0.00      8.57      0.00      0.00     60.00
18:30:06          2     32.34      0.00      5.97      0.00      0.00     61.69
18:30:06          4     27.98      0.00      6.74      0.00      0.00     65.28
18:30:06          6     30.46      0.00      5.58      0.00      0.00     63.96
18:30:06          8     27.50      0.00      9.00      0.00      0.00     63.50
18:30:06         10     30.65      0.00      6.03      0.00      0.00     63.32
