Linux 5.0.0-31-generic (yong) 	11/21/19 	_x86_64_	(48 CPU)

18:28:49        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:28:51          0     18.54      0.00      4.88      0.00      0.00     76.59
18:28:51          2     17.91      0.00      5.47      0.00      0.00     76.62
18:28:51          4     17.17      0.00      3.03      0.00      0.00     79.80
18:28:51          6     16.24      0.00      4.57      0.00      0.00     79.19
18:28:51          8     15.82      0.00      4.08      0.00      0.00     80.10
18:28:51         10     20.00      0.00      3.41      0.00      0.00     76.59
18:28:51         12     17.26      0.00      2.54      0.00      0.00     80.20
18:28:51         14     16.06      0.00      3.63      0.00      0.00     80.31
18:28:51         16     16.33      0.00      3.06      0.00      0.00     80.61
18:28:51         18     18.09      0.00      3.02      0.00      0.00     78.89
18:28:51         20     18.14      0.00      4.41      0.00      0.00     77.45
18:28:51         22      0.00      0.00      0.00      0.00      0.00    100.00

18:28:51        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:28:53          0     16.10      0.00      6.83      0.00      0.00     77.07
18:28:53          2     14.21      0.00      5.08      0.00      0.00     80.71
18:28:53          4     16.58      0.00      2.51      0.00      0.00     80.90
18:28:53          6     15.66      0.00      4.04      0.00      0.00     80.30
18:28:53          8     13.92      0.00      2.58      0.00      0.00     83.51
18:28:53         10     14.65      0.00      4.04      0.00      0.00     81.31
18:28:53         12     16.83      0.00      4.95      0.00      0.00     78.22
18:28:53         14     15.92      0.00      3.48      0.00      0.00     80.60
18:28:53         16     15.50      0.00      4.50      0.00      0.00     80.00
18:28:53         18     17.09      0.00      2.51      0.00      0.00     80.40
18:28:53         20     15.23      0.00      3.55      0.00      0.00     81.22
18:28:53         22      0.00      0.00      0.00      0.00      0.00    100.00

18:28:53        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:28:55          0     16.02      0.00      8.25      0.00      0.00     75.73
18:28:55          2     19.40      0.00      3.48      0.00      0.00     77.11
18:28:55          4     17.82      0.00      4.95      0.00      0.00     77.23
18:28:55          6     18.59      0.00      2.51      0.00      0.00     78.89
18:28:55          8     17.41      0.00      4.48      0.00      0.00     78.11
18:28:55         10     18.50      0.00      4.00      0.00      0.00     77.50
18:28:55         12     16.75      0.00      3.05      0.00      0.00     80.20
18:28:55         14     18.18      0.00      3.54      0.00      0.00     78.28
18:28:55         16     18.50      0.00      3.50      0.00      0.00     78.00
18:28:55         18     16.08      0.00      6.53      0.00      0.00     77.39
18:28:55         20     17.50      0.00      3.50      0.00      0.00     79.00
18:28:55         22      0.00      0.00      0.00      0.00      0.00    100.00

18:28:55        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:28:57          0     17.07      0.00      7.32      0.00      0.00     75.61
