   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.157 |        1.478 |        1.635
       8.000 |        0.139 |        4.041 |        4.180
      11.000 |        0.205 |        1.334 |        1.539
      11.000 |        0.133 |        0.933 |        1.067
       7.000 |        0.150 |        4.627 |        4.777
       9.000 |        0.144 |        0.702 |        0.846
       6.000 |        0.132 |        0.704 |        0.836
      12.000 |        0.164 |        2.207 |        2.371
       8.000 |        0.143 |        1.853 |        1.996
       6.000 |        0.163 |        1.234 |        1.397
       9.000 |        0.303 |        0.826 |        1.129
      12.000 |        0.137 |        0.609 |        0.746
      10.000 |        0.148 |        2.460 |        2.608
      10.000 |        0.149 |        2.188 |        2.337
       4.000 |        0.151 |        0.910 |        1.061
      11.000 |        0.185 |        0.819 |        1.004
       7.000 |        0.157 |        0.757 |        0.914
       9.000 |        0.154 |        0.930 |        1.084
       6.000 |        0.132 |        0.780 |        0.912
      11.000 |        0.146 |        1.291 |        1.437
       8.000 |        0.145 |        2.379 |        2.525
       7.000 |        0.283 |        0.802 |        1.084
       7.000 |        0.160 |        1.502 |        1.662
       6.000 |        0.148 |        2.369 |        2.518
       5.000 |        0.137 |        0.827 |        0.964
      10.000 |        0.155 |        1.119 |        1.274
       6.000 |        0.134 |        0.675 |        0.809
       7.000 |        0.220 |        0.972 |        1.193
       8.000 |        0.146 |        1.155 |        1.301
      12.000 |        0.145 |        1.656 |        1.801
       9.000 |        0.133 |        2.922 |        3.054
      11.000 |        0.155 |        2.003 |        2.158
       8.000 |        0.143 |        1.060 |        1.203
      14.000 |        0.147 |        0.846 |        0.993
      11.000 |        0.220 |        0.879 |        1.098
       7.000 |        0.137 |        0.648 |        0.785
      10.000 |        0.151 |        1.000 |        1.150
      12.000 |        0.168 |        0.492 |        0.660
      12.000 |        0.150 |        1.957 |        2.107
       9.000 |        0.148 |        2.215 |        2.363
      12.000 |        0.172 |        1.280 |        1.451
       7.000 |        0.135 |        0.764 |        0.899
      10.000 |        0.146 |        0.827 |        0.973
      10.000 |        0.297 |        1.245 |        1.541
      10.000 |        0.131 |        0.578 |        0.708
      14.000 |        0.146 |        4.410 |        4.556
       9.000 |        0.136 |        1.211 |        1.348
       7.000 |        0.133 |        0.884 |        1.017
       5.000 |        0.273 |        0.978 |        1.251
      10.000 |        0.136 |        2.690 |        2.827
       4.000 |        0.134 |        1.034 |        1.168
      15.000 |        0.213 |        1.881 |        2.093
       6.000 |        0.229 |        1.179 |        1.409
      10.000 |        0.148 |        4.581 |        4.729
       9.000 |        0.132 |        1.371 |        1.503
      10.000 |        0.132 |        2.610 |        2.742
       8.000 |        0.132 |        3.988 |        4.121
       6.000 |        0.140 |        2.440 |        2.580
      12.000 |        0.153 |        0.717 |        0.870
       7.000 |        0.153 |        1.293 |        1.446
      14.000 |        0.149 |        1.729 |        1.877
       8.000 |        0.145 |        0.725 |        0.870
       7.000 |        0.125 |        3.804 |        3.928
       8.000 |        0.133 |        1.199 |        1.333
      11.000 |        0.257 |        0.839 |        1.096
      10.000 |        0.144 |        4.608 |        4.752
      10.000 |        0.145 |        1.293 |        1.439
      11.000 |        0.135 |        4.049 |        4.184
      10.000 |        0.133 |        1.288 |        1.422
       6.000 |        0.133 |        2.100 |        2.233
       8.000 |        0.150 |        1.239 |        1.389
       5.000 |        0.147 |        1.304 |        1.452
       6.000 |        0.147 |        1.761 |        1.908
       7.000 |        0.223 |        2.651 |        2.874
      13.000 |        0.195 |        3.054 |        3.249
       5.000 |        0.131 |        1.312 |        1.443
       6.000 |        0.130 |        2.101 |        2.231
      10.000 |        0.145 |        3.018 |        3.163
      10.000 |        0.134 |        0.957 |        1.092
      11.000 |        0.146 |        2.273 |        2.419
       9.000 |        0.134 |        1.317 |        1.452
       5.000 |        0.088 |        0.623 |        0.711
       5.000 |        0.135 |        1.040 |        1.175
      11.000 |        0.132 |        2.760 |        2.892
      11.000 |        0.217 |        2.521 |        2.739
       7.000 |        0.163 |        0.774 |        0.937
       7.000 |        0.171 |        1.206 |        1.377
       9.000 |        0.146 |        1.565 |        1.711
       7.000 |        0.146 |        0.941 |        1.088
       7.000 |        0.144 |        0.777 |        0.921
       9.000 |        0.161 |        1.343 |        1.504
       4.000 |        0.145 |        0.949 |        1.094
       6.000 |        0.156 |        0.739 |        0.895
       7.000 |        0.145 |        1.640 |        1.785
      12.000 |        0.151 |        2.041 |        2.191
       8.000 |        0.148 |        0.764 |        0.912
      12.000 |        0.133 |        3.432 |        3.565
       9.000 |        0.159 |        0.695 |        0.854
       9.000 |        0.148 |        0.971 |        1.120
      10.000 |        0.135 |        0.829 |        0.964
       6.000 |        0.134 |        1.057 |        1.190
       8.000 |        0.147 |        1.697 |        1.843
       3.000 |        0.148 |        1.841 |        1.989
       9.000 |        0.146 |        1.250 |        1.395
       3.000 |        0.146 |        3.454 |        3.600
       7.000 |        0.176 |        4.106 |        4.283
       8.000 |        0.133 |        3.394 |        3.526
       8.000 |        0.148 |        1.456 |        1.604
      11.000 |        0.151 |        0.934 |        1.086
       8.000 |        0.146 |        0.936 |        1.081
      11.000 |        0.145 |        1.702 |        1.848
      11.000 |        0.151 |        3.584 |        3.735
       9.000 |        0.146 |        1.899 |        2.045
       5.000 |        0.132 |        0.854 |        0.986
       9.000 |        0.142 |        2.573 |        2.715
       6.000 |        0.131 |        2.862 |        2.993
      12.000 |        0.233 |        0.951 |        1.184
      11.000 |        0.284 |        1.176 |        1.460
       7.000 |        0.157 |        0.635 |        0.792
      14.000 |        0.146 |        3.087 |        3.233
      10.000 |        0.088 |        2.136 |        2.224
       7.000 |        0.126 |        0.838 |        0.964
       5.000 |        0.127 |        0.829 |        0.955
       7.000 |        0.149 |        2.913 |        3.061
       9.000 |        0.102 |        0.845 |        0.947
       5.000 |        0.088 |        0.717 |        0.805
       9.000 |        0.125 |        0.693 |        0.819
       8.000 |        0.124 |        1.042 |        1.166
       5.000 |        0.157 |        2.211 |        2.368
       8.000 |        0.147 |        0.628 |        0.775
       8.000 |        0.146 |        1.521 |        1.668
      11.000 |        0.147 |        0.983 |        1.129
       4.000 |        0.302 |        2.241 |        2.543
       8.000 |        0.373 |        0.908 |        1.281
       5.000 |        0.146 |        2.080 |        2.226
       6.000 |        0.278 |        2.939 |        3.217
       7.000 |        0.271 |        1.132 |        1.402
       6.000 |        0.159 |        4.012 |        4.171
      11.000 |        0.145 |        2.939 |        3.084
       5.000 |        0.154 |        0.536 |        0.690
       9.000 |        0.147 |        3.503 |        3.651
      12.000 |        0.137 |        3.476 |        3.613
      14.000 |        0.147 |        0.804 |        0.951
      13.000 |        0.130 |        2.547 |        2.677
       8.000 |        0.145 |        3.694 |        3.838
       9.000 |        0.157 |        3.316 |        3.473
      10.000 |        0.181 |        0.901 |        1.082
      10.000 |        0.164 |        0.844 |        1.008
       7.000 |        0.146 |        0.933 |        1.079
      10.000 |        0.219 |        0.870 |        1.089
      12.000 |        0.340 |        1.322 |        1.662
       8.000 |        0.149 |        4.816 |        4.964
      11.000 |        0.150 |        2.496 |        2.647
       8.000 |        0.150 |        2.039 |        2.190
       8.000 |        0.146 |        1.581 |        1.727
      11.000 |        0.145 |        0.876 |        1.021
       7.000 |        0.147 |        1.074 |        1.221
      12.000 |        0.153 |        1.021 |        1.174
       6.000 |        0.131 |        0.738 |        0.869
      10.000 |        0.156 |        2.247 |        2.404
       9.000 |        0.152 |        1.084 |        1.236
       7.000 |        0.085 |        0.896 |        0.981
       4.000 |        0.146 |        2.571 |        2.718
       5.000 |        0.216 |        1.056 |        1.272
       8.000 |        0.136 |        0.922 |        1.058
       7.000 |        0.094 |        2.365 |        2.459
       9.000 |        0.139 |        3.973 |        4.113
       8.000 |        0.133 |        1.112 |        1.245
       8.000 |        0.261 |        2.012 |        2.274
      10.000 |        0.129 |        3.773 |        3.902
       6.000 |        0.126 |        0.852 |        0.977
       9.000 |        0.126 |        1.393 |        1.519
       7.000 |        0.181 |        0.942 |        1.123
       9.000 |        0.145 |        2.037 |        2.182
      10.000 |        0.146 |        0.748 |        0.894
      11.000 |        0.182 |        3.926 |        4.109
       8.000 |        0.180 |        2.413 |        2.593
       9.000 |        0.150 |        0.487 |        0.637
       8.000 |        0.152 |        0.974 |        1.126
       7.000 |        0.131 |        1.325 |        1.457
       8.000 |        0.136 |        1.008 |        1.144
       5.000 |        0.132 |        0.714 |        0.846
       6.000 |        0.134 |        1.007 |        1.141
      11.000 |        0.144 |        0.961 |        1.105
      10.000 |        0.146 |        1.685 |        1.831
      11.000 |        0.148 |        0.716 |        0.864
       4.000 |        0.147 |        0.786 |        0.933
       7.000 |        0.249 |        1.423 |        1.672
      11.000 |        0.149 |        0.720 |        0.869
      11.000 |        0.145 |        0.893 |        1.039
       9.000 |        0.148 |        3.684 |        3.831
      10.000 |        0.152 |        1.635 |        1.787
      11.000 |        0.159 |        2.172 |        2.331
       7.000 |        0.145 |        0.961 |        1.106
       8.000 |        0.131 |        1.607 |        1.738
       9.000 |        0.132 |        1.542 |        1.674
      11.000 |        0.145 |        3.613 |        3.759
       3.000 |        0.133 |        0.908 |        1.041
       4.000 |        0.135 |        2.034 |        2.169
       7.000 |        0.146 |        0.898 |        1.044
       6.000 |        0.195 |        2.599 |        2.794
       6.000 |        0.149 |        4.259 |        4.408
      11.000 |        0.132 |        1.390 |        1.522
       5.000 |        0.147 |        0.963 |        1.110
      10.000 |        0.144 |        0.610 |        0.754
       8.000 |        0.134 |        1.847 |        1.981
       4.000 |        0.133 |        1.357 |        1.490
       7.000 |        0.134 |        1.044 |        1.178
      10.000 |        0.145 |        3.086 |        3.232
       7.000 |        0.148 |        0.867 |        1.015
      15.000 |        0.144 |        2.964 |        3.108
       9.000 |        0.133 |        0.983 |        1.116
       5.000 |        0.132 |        0.802 |        0.934
      12.000 |        0.267 |        1.459 |        1.726
      13.000 |        0.135 |        0.684 |        0.819
      10.000 |        0.148 |        2.795 |        2.942
      11.000 |        0.149 |        1.934 |        2.084
       8.000 |        0.133 |        1.669 |        1.802
       5.000 |        0.133 |        0.603 |        0.736
      11.000 |        0.164 |        1.141 |        1.305
       7.000 |        0.138 |        0.595 |        0.733
      11.000 |        0.134 |        3.355 |        3.488
       7.000 |        0.137 |        0.788 |        0.924
       6.000 |        0.134 |        0.653 |        0.786
       6.000 |        0.146 |        3.255 |        3.401
