   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.152 |        1.591 |        1.744
      11.000 |        0.145 |        1.840 |        1.984
       8.000 |        0.152 |        5.122 |        5.274
      11.000 |        0.144 |        1.313 |        1.458
       7.000 |        0.166 |        4.617 |        4.783
       9.000 |        0.146 |        0.807 |        0.954
       6.000 |        0.148 |        0.791 |        0.939
       9.000 |        0.142 |        1.017 |        1.159
      12.000 |        0.298 |        3.224 |        3.522
       6.000 |        0.290 |        1.694 |        1.984
       8.000 |        0.431 |        2.490 |        2.922
      12.000 |        0.147 |        0.854 |        1.001
      10.000 |        0.147 |        2.575 |        2.722
       4.000 |        0.146 |        1.029 |        1.176
      10.000 |        0.150 |        3.196 |        3.345
      11.000 |        0.157 |        1.150 |        1.307
       7.000 |        0.148 |        1.039 |        1.187
       9.000 |        0.145 |        1.330 |        1.475
       6.000 |        0.191 |        1.083 |        1.275
      11.000 |        0.143 |        1.371 |        1.514
       8.000 |        0.142 |        2.632 |        2.774
       7.000 |        0.176 |        1.159 |        1.336
       7.000 |        0.145 |        2.170 |        2.315
       6.000 |        0.148 |        2.883 |        3.031
       5.000 |        0.149 |        1.195 |        1.344
      10.000 |        0.146 |        1.506 |        1.652
       7.000 |        0.145 |        1.048 |        1.193
       6.000 |        0.148 |        0.938 |        1.086
       8.000 |        0.145 |        1.490 |        1.635
      12.000 |        0.149 |        2.169 |        2.318
       9.000 |        0.147 |        3.687 |        3.834
      11.000 |        0.145 |        2.869 |        3.014
       8.000 |        0.145 |        1.282 |        1.426
      14.000 |        0.146 |        0.995 |        1.141
      11.000 |        0.217 |        1.074 |        1.291
       7.000 |        0.150 |        0.902 |        1.052
      10.000 |        0.139 |        1.156 |        1.295
      12.000 |        0.148 |        0.766 |        0.913
      12.000 |        0.148 |        2.653 |        2.802
       9.000 |        0.154 |        2.479 |        2.632
      12.000 |        0.164 |        1.639 |        1.803
       7.000 |        0.146 |        1.054 |        1.200
      10.000 |        0.146 |        1.098 |        1.245
      10.000 |        0.146 |        1.773 |        1.919
      10.000 |        0.145 |        0.801 |        0.947
      14.000 |        0.149 |        4.836 |        4.985
       9.000 |        0.163 |        1.754 |        1.917
       7.000 |        0.151 |        1.170 |        1.321
       5.000 |        0.147 |        1.378 |        1.525
       4.000 |        0.147 |        1.464 |        1.611
