  Key Length |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.405 |        0.951 |        1.356
       4.000 |        0.327 |        0.719 |        1.045
      10.000 |        0.322 |        1.265 |        1.587
       6.000 |        0.240 |        0.827 |        1.067
       5.000 |        0.311 |        0.684 |        0.995
       7.000 |        0.251 |        0.695 |        0.946
      10.000 |        0.317 |        2.606 |        2.923
       7.000 |        0.399 |        1.130 |        1.528
       5.000 |        0.336 |        1.063 |        1.399
       6.000 |        0.311 |        0.559 |        0.870
       8.000 |        0.340 |        0.969 |        1.309
       9.000 |        0.340 |        1.993 |        2.333
       8.000 |        0.279 |        3.481 |        3.759
      16.000 |        0.361 |        1.463 |        1.825
      14.000 |        0.253 |        2.994 |        3.247
      10.000 |        0.383 |        2.572 |        2.955
      11.000 |        0.355 |        1.737 |        2.091
      12.000 |        0.408 |        1.734 |        2.141
       4.000 |        0.353 |        2.350 |        2.702
      13.000 |        0.389 |        0.996 |        1.385
       8.000 |        0.366 |        0.617 |        0.982
       9.000 |        0.411 |        0.587 |        0.998
       6.000 |        0.410 |        1.021 |        1.431
       8.000 |        0.379 |        1.508 |        1.887
       8.000 |        0.402 |        0.865 |        1.267
      11.000 |        0.281 |        0.586 |        0.868
       6.000 |        0.373 |        0.671 |        1.044
       8.000 |        0.369 |        0.704 |        1.073
       7.000 |        0.383 |        0.878 |        1.262
      15.000 |        0.236 |        0.676 |        0.912
       7.000 |        0.369 |        2.929 |        3.299
       7.000 |        0.427 |        0.545 |        0.972
      11.000 |        0.314 |        0.741 |        1.055
      14.000 |        0.255 |        0.751 |        1.006
       5.000 |        0.264 |        0.963 |        1.227
       7.000 |        0.265 |        1.689 |        1.954
      10.000 |        0.249 |        0.853 |        1.102
      10.000 |        0.339 |        1.511 |        1.850
       5.000 |        0.267 |        0.939 |        1.206
       8.000 |        0.409 |        2.679 |        3.088
       8.000 |        0.359 |        0.467 |        0.826
      10.000 |        0.382 |        1.073 |        1.455
       9.000 |        0.455 |        0.625 |        1.080
       8.000 |        0.394 |        1.148 |        1.542
       8.000 |        0.389 |        1.374 |        1.763
       7.000 |        0.388 |        0.712 |        1.100
       8.000 |        0.376 |        1.052 |        1.427
       7.000 |        0.358 |        0.798 |        1.156
       9.000 |        0.382 |        1.570 |        1.951
       9.000 |        0.421 |        0.958 |        1.378
       9.000 |        0.371 |        0.917 |        1.288
      10.000 |        0.394 |        2.601 |        2.995
      10.000 |        0.383 |        0.684 |        1.067
       7.000 |        0.307 |        0.600 |        0.907
       8.000 |        0.359 |        0.751 |        1.109
