   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       9.000 |        0.147 |        1.385 |        1.533
       8.000 |        0.139 |        3.716 |        3.855
      11.000 |        0.147 |        1.336 |        1.483
       7.000 |        0.130 |        3.954 |        4.084
      11.000 |        0.281 |        0.832 |        1.113
       9.000 |        0.145 |        0.745 |        0.891
       6.000 |        0.172 |        0.740 |        0.912
      12.000 |        0.177 |        2.159 |        2.336
       8.000 |        0.150 |        1.594 |        1.743
       9.000 |        0.129 |        0.664 |        0.793
       6.000 |        0.148 |        1.234 |        1.382
      12.000 |        0.133 |        0.559 |        0.692
      10.000 |        0.154 |        2.104 |        2.258
      10.000 |        0.145 |        2.025 |        2.170
       4.000 |        0.133 |        0.662 |        0.795
      11.000 |        0.177 |        0.738 |        0.915
       7.000 |        0.167 |        0.844 |        1.011
       9.000 |        0.147 |        0.881 |        1.028
       6.000 |        0.151 |        0.699 |        0.850
      11.000 |        0.148 |        1.165 |        1.313
       8.000 |        0.145 |        2.294 |        2.438
       7.000 |        0.249 |        0.769 |        1.018
       7.000 |        0.152 |        1.538 |        1.690
       6.000 |        0.134 |        2.029 |        2.163
       5.000 |        0.141 |        0.857 |        0.999
      10.000 |        0.204 |        0.938 |        1.143
       6.000 |        0.132 |        0.612 |        0.744
       7.000 |        0.258 |        0.863 |        1.121
       8.000 |        0.154 |        1.043 |        1.197
      12.000 |        0.148 |        1.481 |        1.629
       9.000 |        0.130 |        2.596 |        2.726
      11.000 |        0.150 |        1.967 |        2.117
       8.000 |        0.145 |        0.987 |        1.132
      14.000 |        0.144 |        0.775 |        0.920
      11.000 |        0.215 |        0.800 |        1.015
       7.000 |        0.133 |        0.594 |        0.727
      10.000 |        0.146 |        0.902 |        1.048
      12.000 |        0.164 |        0.699 |        0.863
      12.000 |        0.145 |        1.780 |        1.925
       9.000 |        0.147 |        1.961 |        2.109
      12.000 |        0.169 |        1.125 |        1.294
       7.000 |        0.150 |        0.830 |        0.980
      10.000 |        0.132 |        0.720 |        0.852
      10.000 |        0.187 |        1.230 |        1.417
      14.000 |        0.148 |        3.875 |        4.023
