   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       8.000 |        0.130 |        3.250 |        3.380
       9.000 |        0.132 |        1.545 |        1.677
      11.000 |        0.129 |        1.256 |        1.385
       7.000 |        0.130 |        3.391 |        3.522
      11.000 |        0.139 |        1.078 |        1.217
       9.000 |        0.137 |        0.768 |        0.905
       6.000 |        0.136 |        0.848 |        0.984
      12.000 |        0.148 |        1.942 |        2.089
       8.000 |        0.148 |        1.694 |        1.842
       9.000 |        0.145 |        0.969 |        1.114
       6.000 |        0.162 |        1.656 |        1.818
      12.000 |        0.145 |        0.760 |        0.905
      10.000 |        0.139 |        1.801 |        1.940
      10.000 |        0.144 |        1.912 |        2.056
       4.000 |        0.139 |        0.899 |        1.038
      11.000 |        0.152 |        1.063 |        1.215
       7.000 |        0.146 |        0.927 |        1.074
       6.000 |        0.140 |        0.635 |        0.774
       9.000 |        0.182 |        1.144 |        1.326
      11.000 |        0.145 |        1.181 |        1.326
       8.000 |        0.146 |        2.082 |        2.228
       7.000 |        0.145 |        0.817 |        0.962
       7.000 |        0.147 |        2.100 |        2.246
       6.000 |        0.150 |        1.824 |        1.974
       5.000 |        0.156 |        1.003 |        1.160
      10.000 |        0.149 |        1.262 |        1.411
       7.000 |        0.140 |        1.003 |        1.143
       6.000 |        0.302 |        0.819 |        1.121
       8.000 |        0.143 |        1.012 |        1.155
      12.000 |        0.145 |        1.273 |        1.417
       9.000 |        0.142 |        2.352 |        2.494
      11.000 |        0.154 |        1.690 |        1.845
       8.000 |        0.149 |        0.977 |        1.126
      14.000 |        0.145 |        0.875 |        1.020
      11.000 |        0.204 |        0.975 |        1.178
       7.000 |        0.149 |        0.860 |        1.009
      10.000 |        0.136 |        1.094 |        1.230
      12.000 |        0.160 |        0.695 |        0.855
      12.000 |        0.145 |        2.046 |        2.191
       9.000 |        0.147 |        1.853 |        1.999
      12.000 |        0.177 |        1.004 |        1.180
       7.000 |        0.152 |        0.823 |        0.975
      14.000 |        0.158 |        3.475 |        3.633
      10.000 |        0.109 |        0.936 |        1.045
      10.000 |        0.250 |        1.350 |        1.600
      10.000 |        0.142 |        0.706 |        0.848
       9.000 |        0.151 |        1.637 |        1.787
       7.000 |        0.178 |        1.088 |        1.266
       5.000 |        0.258 |        1.219 |        1.477
      10.000 |        0.265 |        2.105 |        2.370
      15.000 |        0.143 |        1.457 |        1.600
      10.000 |        0.163 |        3.479 |        3.641
       4.000 |        0.136 |        1.264 |        1.400
       6.000 |        0.260 |        1.214 |        1.474
       9.000 |        0.130 |        1.311 |        1.442
       8.000 |        0.245 |        3.080 |        3.325
      10.000 |        0.131 |        2.433 |        2.564
       6.000 |        0.149 |        2.005 |        2.154
      12.000 |        0.145 |        0.876 |        1.021
       7.000 |        0.131 |        1.037 |        1.167
      14.000 |        0.141 |        1.486 |        1.627
       8.000 |        0.094 |        0.870 |        0.964
      11.000 |        0.131 |        0.900 |        1.031
      10.000 |        0.291 |        3.768 |        4.059
       8.000 |        0.355 |        1.427 |        1.782
       7.000 |        0.342 |        5.501 |        5.843
      10.000 |        0.132 |        1.326 |        1.457
      11.000 |        0.137 |        3.256 |        3.393
      10.000 |        0.153 |        1.166 |        1.319
       6.000 |        0.149 |        1.889 |        2.038
       8.000 |        0.137 |        1.390 |        1.527
       5.000 |        0.157 |        1.109 |        1.266
       6.000 |        0.136 |        1.155 |        1.290
       7.000 |        0.150 |        2.244 |        2.394
      13.000 |        0.152 |        2.617 |        2.769
       5.000 |        0.146 |        1.435 |        1.581
      10.000 |        0.140 |        2.425 |        2.566
       6.000 |        0.153 |        2.983 |        3.136
      11.000 |        0.139 |        1.808 |        1.947
      10.000 |        0.238 |        1.166 |        1.404
       9.000 |        0.097 |        1.549 |        1.646
      11.000 |        0.132 |        2.067 |        2.199
       5.000 |        0.343 |        0.766 |        1.109
      11.000 |        0.496 |        2.428 |        2.925
       5.000 |        0.470 |        1.238 |        1.708
       7.000 |        0.141 |        0.930 |        1.071
       7.000 |        0.146 |        1.227 |        1.372
       9.000 |        0.138 |        1.376 |        1.514
       7.000 |        0.147 |        1.062 |        1.209
       7.000 |        0.153 |        0.864 |        1.016
       9.000 |        0.149 |        1.287 |        1.436
       4.000 |        0.140 |        1.033 |        1.173
       6.000 |        0.144 |        0.731 |        0.875
       7.000 |        0.148 |        1.374 |        1.521
      12.000 |        0.148 |        1.744 |        1.892
       8.000 |        0.138 |        0.836 |        0.974
      12.000 |        0.141 |        2.877 |        3.018
       9.000 |        0.146 |        0.851 |        0.996
       9.000 |        0.144 |        1.079 |        1.223
      10.000 |        0.176 |        0.811 |        0.987
       6.000 |        0.140 |        1.234 |        1.373
       8.000 |        0.153 |        1.797 |        1.950
       3.000 |        0.148 |        1.471 |        1.620
       9.000 |        0.147 |        1.284 |        1.431
       3.000 |        0.147 |        2.746 |        2.893
       7.000 |        0.151 |        5.881 |        6.031
       8.000 |        0.102 |        2.901 |        3.004
       8.000 |        0.147 |        1.494 |        1.640
      11.000 |        0.146 |        0.965 |        1.111
       8.000 |        0.145 |        1.097 |        1.242
      11.000 |        0.140 |        2.981 |        3.121
      11.000 |        0.143 |        1.522 |        1.666
