   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       8.000 |        0.129 |        2.997 |        3.126
       9.000 |        0.146 |        1.125 |        1.272
      11.000 |        0.156 |        1.116 |        1.272
       7.000 |        0.129 |        3.335 |        3.463
      11.000 |        0.147 |        0.773 |        0.920
       9.000 |        0.148 |        0.748 |        0.897
       6.000 |        0.145 |        0.704 |        0.849
      12.000 |        0.135 |        1.756 |        1.891
       8.000 |        0.146 |        1.440 |        1.586
       6.000 |        0.128 |        0.978 |        1.105
       9.000 |        0.221 |        0.604 |        0.825
      12.000 |        0.158 |        0.751 |        0.909
      10.000 |        0.148 |        1.816 |        1.964
      10.000 |        0.150 |        3.429 |        3.579
       4.000 |        0.131 |        0.618 |        0.749
      11.000 |        0.147 |        0.760 |        0.907
       7.000 |        0.130 |        0.592 |        0.723
       9.000 |        0.147 |        0.892 |        1.039
       6.000 |        0.162 |        0.638 |        0.799
      11.000 |        0.129 |        0.955 |        1.084
       8.000 |        0.127 |        1.856 |        1.983
       7.000 |        0.125 |        0.675 |        0.800
       7.000 |        0.146 |        1.348 |        1.493
       6.000 |        0.129 |        1.842 |        1.971
       5.000 |        0.130 |        0.689 |        0.819
      10.000 |        0.149 |        1.398 |        1.547
       7.000 |        0.134 |        0.652 |        0.786
       6.000 |        0.149 |        0.780 |        0.929
       8.000 |        0.157 |        0.853 |        1.009
      12.000 |        0.145 |        1.544 |        1.689
       9.000 |        0.130 |        2.350 |        2.480
      11.000 |        0.128 |        1.544 |        1.672
       8.000 |        0.129 |        0.752 |        0.881
      14.000 |        0.128 |        0.594 |        0.722
      11.000 |        0.145 |        0.738 |        0.883
       7.000 |        0.145 |        0.595 |        0.740
      10.000 |        0.157 |        0.767 |        0.923
      12.000 |        0.181 |        0.678 |        0.859
      12.000 |        0.151 |        1.516 |        1.667
       9.000 |        0.131 |        1.708 |        1.839
      12.000 |        0.166 |        1.088 |        1.254
       7.000 |        0.148 |        0.794 |        0.942
      10.000 |        0.128 |        0.644 |        0.772
      14.000 |        0.144 |        3.582 |        3.725
      10.000 |        0.325 |        1.203 |        1.527
      10.000 |        0.148 |        0.712 |        0.860
       9.000 |        0.134 |        0.983 |        1.117
       7.000 |        0.132 |        0.734 |        0.866
       5.000 |        0.150 |        1.335 |        1.485
      10.000 |        0.155 |        2.168 |        2.323
      15.000 |        0.130 |        1.509 |        1.639
       6.000 |        0.114 |        0.838 |        0.952
       4.000 |        0.251 |        0.933 |        1.184
      10.000 |        0.406 |        3.569 |        3.975
       9.000 |        0.145 |        1.214 |        1.360
       8.000 |        0.264 |        2.980 |        3.244
      10.000 |        0.144 |        2.211 |        2.355
       6.000 |        0.129 |        1.934 |        2.062
      12.000 |        0.121 |        0.605 |        0.725
       7.000 |        0.147 |        1.335 |        1.482
      14.000 |        0.227 |        1.347 |        1.574
       7.000 |        0.148 |        3.127 |        3.274
       8.000 |        0.130 |        0.562 |        0.692
