   KeyLength |   QueueTimes | ServiceTimes | SojournTimes

       8.000 |        0.128 |        2.788 |        2.917
       9.000 |        0.079 |        1.010 |        1.089
      11.000 |        0.082 |        1.001 |        1.084
       7.000 |        0.084 |        3.073 |        3.157
      11.000 |        0.125 |        0.709 |        0.834
       9.000 |        0.125 |        0.490 |        0.615
       6.000 |        0.085 |        0.557 |        0.642
      12.000 |        0.166 |        1.633 |        1.798
       8.000 |        0.146 |        1.360 |        1.506
       9.000 |        0.146 |        0.661 |        0.807
       6.000 |        0.155 |        1.459 |        1.614
      12.000 |        0.125 |        0.483 |        0.608
      10.000 |        0.129 |        1.763 |        1.892
      10.000 |        0.126 |        1.631 |        1.758
       4.000 |        0.148 |        0.669 |        0.817
      11.000 |        0.149 |        0.837 |        0.986
       7.000 |        0.126 |        0.570 |        0.696
       9.000 |        0.128 |        0.708 |        0.836
       6.000 |        0.130 |        0.600 |        0.730
      11.000 |        0.127 |        0.850 |        0.978
       8.000 |        0.125 |        1.735 |        1.861
       7.000 |        0.126 |        0.627 |        0.753
       7.000 |        0.148 |        1.850 |        1.998
       6.000 |        0.146 |        1.787 |        1.933
       5.000 |        0.148 |        0.866 |        1.015
      10.000 |        0.147 |        1.027 |        1.174
       7.000 |        0.131 |        0.630 |        0.761
       6.000 |        0.204 |        0.522 |        0.726
       8.000 |        0.145 |        1.000 |        1.145
      12.000 |        0.128 |        1.215 |        1.343
       9.000 |        0.126 |        2.147 |        2.273
      11.000 |        0.127 |        1.431 |        1.558
       8.000 |        0.128 |        0.695 |        0.822
      14.000 |        0.128 |        0.557 |        0.684
      11.000 |        0.151 |        0.845 |        0.996
       7.000 |        0.146 |        0.724 |        0.870
      10.000 |        0.149 |        0.864 |        1.013
      12.000 |        0.179 |        0.498 |        0.677
      12.000 |        0.147 |        1.409 |        1.556
       9.000 |        0.149 |        1.848 |        1.997
      12.000 |        0.176 |        0.940 |        1.115
       7.000 |        0.126 |        0.583 |        0.709
      14.000 |        0.131 |        3.103 |        3.234
      10.000 |        0.146 |        1.050 |        1.196
      10.000 |        0.146 |        0.812 |        0.958
      10.000 |        0.125 |        0.469 |        0.594
       9.000 |        0.148 |        1.410 |        1.557
       5.000 |        0.153 |        0.747 |        0.900
       7.000 |        0.150 |        0.913 |        1.063
      10.000 |        0.149 |        2.090 |        2.238
      10.000 |        0.127 |        3.249 |        3.376
      15.000 |        0.150 |        1.527 |        1.677
       6.000 |        0.213 |        0.783 |        0.996
       4.000 |        0.353 |        0.890 |        1.243
       9.000 |        0.136 |        1.011 |        1.147
       8.000 |        0.146 |        2.886 |        3.032
      10.000 |        0.146 |        2.110 |        2.256
       6.000 |        0.132 |        1.782 |        1.914
      12.000 |        0.156 |        0.598 |        0.754
       7.000 |        0.129 |        0.791 |        0.920
      14.000 |        0.132 |        1.261 |        1.393
       8.000 |        0.153 |        0.784 |        0.937
       7.000 |        0.165 |        4.646 |        4.811
      10.000 |        0.123 |        3.344 |        3.467
       8.000 |        0.248 |        0.928 |        1.176
      11.000 |        0.274 |        0.684 |        0.959
      10.000 |        0.151 |        1.041 |        1.192
      11.000 |        0.146 |        3.107 |        3.252
      10.000 |        0.146 |        1.006 |        1.152
       6.000 |        0.146 |        1.603 |        1.749
       8.000 |        0.129 |        0.933 |        1.062
       5.000 |        0.149 |        0.953 |        1.101
      13.000 |        0.129 |        2.258 |        2.387
       7.000 |        0.197 |        2.166 |        2.363
       6.000 |        0.147 |        2.019 |        2.166
       5.000 |        0.145 |        1.051 |        1.196
       6.000 |        0.143 |        1.692 |        1.836
      10.000 |        0.148 |        2.421 |        2.569
      11.000 |        0.145 |        1.549 |        1.694
      10.000 |        0.171 |        0.988 |        1.159
       9.000 |        0.127 |        1.017 |        1.145
      11.000 |        0.154 |        2.026 |        2.180
