2.5463805999999995,3.651667339999996,1.0GHz,1,500,2321263162
4.34524625,7.9882111000000044,1.0GHz,1,1000,2999810680
39.98727220000001,82.93356618999971,1.0GHz,1,1500,3277935822
2.0254413499999986,2.373124599999999,1.0GHz,2,500,2379932629
2.04780135,2.585315450000004,1.0GHz,2,1000,3065256741
2.21715325,3.307083199999996,1.0GHz,2,1500,3338560484
2.04627035,2.3321749099999995,1.0GHz,3,500,2372563567
1.99168285,2.3116890700000003,1.0GHz,3,1000,3044960955
2.0196388,2.4107187099999985,1.0GHz,3,1500,3337009585
2.037525,2.3331066999999996,1.0GHz,4,500,2402441177
1.999293,2.292422,1.0GHz,4,1000,3050014775
1.9637850000000006,2.27097326,1.0GHz,4,1500,3363718318
2.0367803999999996,2.34664399,1.0GHz,5,500,2476975532
2.0228261499999998,2.3245564600000006,1.0GHz,5,1000,3043464559
1.9886385,2.289358479999999,1.0GHz,5,1500,3364527032
2.0353723500000003,2.3329350499999997,1.0GHz,6,500,2418347386
2.0046745,2.3041399900000004,1.0GHz,6,1000,3036210244
1.9810048000000002,2.27330117,1.0GHz,6,1500,3365182609
2.03310735,2.3310206899999986,1.0GHz,7,500,2426313003
2.0120451999999993,2.31285131,1.0GHz,7,1000,3038226658
1.9891375000000002,2.2849533299999987,1.0GHz,7,1500,3377692952
2.0499146,2.3361150799999972,1.0GHz,8,500,2428661995
2.0227815,2.32216521,1.0GHz,8,1000,3051708069
2.00259295,2.298434269999998,1.0GHz,8,1500,3384074223
2.0401336999999997,2.3234350299999997,1.0GHz,9,500,2442205662
2.01206695,2.3091823099999997,1.0GHz,9,1000,3032542530
2.0073997,2.3022975699999995,1.0GHz,9,1500,3379298417
2.06026935,2.364385159999999,1.0GHz,10,500,2451803415
2.013842199999999,2.3118628400000003,1.0GHz,10,1000,3027238222
2.0130113000000005,2.3126742099999995,1.0GHz,10,1500,3383518072
2.0667809499999996,2.369688619999999,1.0GHz,11,500,2453100227
2.012372,2.311356,1.0GHz,11,1000,3028856199
1.99933215,2.3002247699999994,1.0GHz,11,1500,3376303613
2.0320115,2.325113429999997,1.0GHz,12,500,2435021232
2.0024338499999996,2.30768432,1.0GHz,12,1000,-259113064391
2.0138920500000004,2.304388369999999,1.0GHz,12,1500,3388908133
2.53476315,3.6175191999999994,1.2GHz,1,500,2353107990
4.36335445,7.620360400000023,1.2GHz,1,1000,3002784305
52.696102499999974,92.95655952000007,1.2GHz,1,1500,3292212214
2.0244613499999997,2.3505025099999997,1.2GHz,2,500,2384235229
2.0536806999999997,2.6081405400000075,1.2GHz,2,1000,3064310576
2.2624999500000005,3.433220349999993,1.2GHz,2,1500,3348794161
2.0563301,2.35582339,1.2GHz,3,500,2409439694
2.00394145,2.3265896100000005,1.2GHz,3,1000,3056365955
2.0282486500000005,2.4184814599999997,1.2GHz,3,1500,3340200799
2.05082605,2.340187629999999,1.2GHz,4,500,2390923567
2.0114824499999995,2.3084083900000003,1.2GHz,4,1000,3054560112
1.9921682,2.2957105899999983,1.2GHz,4,1500,3379551956
2.0581952500000003,2.3621872599999985,1.2GHz,5,500,2420858182
1.993126899999998,2.2961565900000007,1.2GHz,5,1000,3024789193
1.9795002500000003,2.2783199599999997,1.2GHz,5,1500,3357652171
2.0327678,2.3314818999999996,1.2GHz,6,500,2398949547
2.0089785999999994,2.31050658,1.2GHz,6,1000,3034008407
1.9897045500000001,2.2864226099999994,1.2GHz,6,1500,3368203719
2.03142285,2.326802399999999,1.2GHz,7,500,2410571649
2.028945899999999,2.337249920000001,1.2GHz,7,1000,3042328027
2.0192210000000004,2.3201432099999995,1.2GHz,7,1500,3394153298
2.0646947,2.361820519999998,1.2GHz,8,500,2431865905
2.0192113999999997,2.32110457,1.2GHz,8,1000,3030779778
2.0193826500000003,2.3091965099999996,1.2GHz,8,1500,3381637400
2.0459201499999997,2.34290645,1.2GHz,9,500,2426267410
